sample_id,hole_id_norm,depth_from_m,depth_to_m,Au_ppm__PGM_ICP27,Pt_ppm__PGM_ICP27,Pd_ppm__PGM_ICP27,Ag_ppm__ME_ICP61,Al_pct__ME_ICP61,As_ppm__ME_ICP61,Ba_ppm__ME_ICP61,Be_ppm__ME_ICP61,Bi_ppm__ME_ICP61,Ca_pct__ME_ICP61,Cd_ppm__ME_ICP61,Co_ppm__ME_ICP61,Cr_ppm__ME_ICP61,Cu_ppm__ME_ICP61,Cu_pct__Cu_OG62,Fe_pct__ME_ICP61,Ga_ppm__ME_ICP61,K_pct__ME_ICP61,La_ppm__ME_ICP61,Li_ppm__ME_ICP61,Mg_pct__ME_ICP61,MgO_pct__ME_ICP61,Mn_ppm__ME_ICP61,Mo_ppm__ME_ICP61,Na_pct__ME_ICP61,Ni_ppm__ME_ICP61,Ni_pct_ppm__Ni_OG62,P_pct__ME_ICP61,Pb_ppm__ME_ICP61,S_pct__ME_ICP61,Sb_ppm__ME_ICP61,Sc_ppm__ME_ICP61,Sr_ppm__ME_ICP61,Th_ppm__ME_ICP61,Ti_pct__ME_ICP61,Tl_ppm__ME_ICP61,U_ppm__ME_ICP61,V_ppm__ME_ICP61,W_ppm__ME_ICP61,Zn_ppm__ME_ICP61,Zr_ppm__IC40M,Se_PPM__IC40M,Rb_PPM__IC40M,Y_PPM__IC40M,Nb_PPM__IC40M,In_PPM__IC40M,Sn_PPM__IC40M,Te_PPM__IC40M,Cs_PPM__IC40M,Ce_PPM__IC40M,Tb_PPM__IC40M,Yb_PPM__IC40M,Lu_PPM__IC40M,Hf_PPM__IC40M,Ta_PPM__IC40M,Pr_PPM__IC90M,Nd_PPM__IC90M,Sm_PPM__IC90M,Eu_PPM__IC90M,Gd_PPM__IC90M,Dy_PPM__IC90M,Ho_PPM__IC90M,Er_PPM__IC90M,Tm_PPM__IC90M,Ge_PPM__IC90M,Al2O3_pct__ME_XRF26,BaO_pct__ME_XRF26,CaO_pct__ME_XRF26,Cr2O3_pct__ME_XRF26,Fe2O3_pct__ME_XRF26,K2O_pct__ME_XRF26,MgO_pct__ME_XRF26,MnO_pct__ME_XRF26,Na2O_pct__ME_XRF26,P2O5_pct__ME_XRF26,SO3_pct__ME_XRF26,SiO2_pct__ME_XRF26,SrO_pct__ME_XRF26,TiO2_pct__ME_XRF26,Total_pct__ME_XRF26,PbO_pct__XRF76V,CuO_pct__XRF76V,TiO2_pct__XRF76V,V2O5_pct__XRF76V,ZnO_pct__XRF76V
47186,OVD026,91.7,91.9,0.04,0.03,0.04,1.4,4.64,7,90,0.5,3,3.36,0.7,182,713,2570,0.257,11.45,10,0.29,10,20,11.35,18.818299999999997,1265,1,0.9,2980,0.298,0.06,15,2.94,5,14,305,20,0.36,10,10,97,10,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47187,OVD026,92.8,93.0,0.05,0.04,0.06,2.9,3.53,6,90,0.5,4,2.38,1.4,271,815,5500,0.55,14.95,10,0.24,10,10,12.8,21.2224,1325,1,0.7,5070,0.507,0.053,30,4.46,5,11,277,20,0.29,10,10,77,10,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47189,OVD026,96.1,96.3,0.1,0.11,0.14,5.8,1.98,5,40,0.5,5,1.39,2.8,467,889,10000,1.165,22,10,0.13,10,10,12.35,20.4763,1300,1,0.33,9720,0.972,0.03,62,8.82,5,7,127,20,0.16,10,10,51,10,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47194,OVD027,52.1,52.3,0.03,0.01,0.03,1.5,3.32,5,80,0.5,3,2.34,1,189,874,2790,0.279,11.7,10,0.25,10,10,14.7,24.3726,1310,1,0.72,3060,0.306,0.061,20,2.16,5,11,237,20,0.3,10,10,77,10,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47195,OVD027,64.0,64.2,0.02,0.01,0.02,0.9,6.1,5,30,0.5,2,7.15,0.9,99,467,1345,0.1345,7.15,10,0.11,10,30,9.13,15.137540000000001,1010,1,0.77,1200,0.12,0.053,20,1.65,5,29,170,20,0.37,10,10,107,10,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47196,OVD027,67.5,67.7,0.01,0.02,0.02,1.3,5.55,5,30,0.5,2,8.72,0.5,117,371,2030,0.203,8.06,10,0.08,10,20,7.17,11.88786,1065,1,1.06,1835,0.1835,0.049,11,3.12,5,31,305,20,0.4,10,10,107,10,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47198,OVD027,78.9,79.1,0.03,0.04,0.05,1.3,3.6,5,80,0.5,5,2.26,0.9,381,793,3940,0.394,16.7,10,0.27,10,10,11.25,18.6525,1185,1,0.72,6090,0.609,0.054,17,5.9,5,10,257,20,0.29,10,10,74,10,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47197,OVD027,79.6,79.8,0.05,0.05,0.07,1.7,5.05,5,110,0.5,3,2.97,1,385,689,4170,0.417,15.7,10,0.37,10,20,9.14,15.15412,1020,2,0.98,6260,0.626,0.057,22,6.16,5,10,477,20,0.31,10,10,78,10,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47199,OVD027,94.3,94.5,0.04,0.03,0.05,1.9,3.71,8,330,0.5,5,2.24,1,263,901,4050,0.405,16.45,10,0.45,10,20,11.55,19.1499,1520,1,0.7,4460,0.446,0.071,30,4.01,5,11,274,20,0.46,10,10,160,10,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47200,OVD027,98.0,98.2,0.44,0.51,0.63,26.1,0.09,5,10,0.5,2,0.03,11.4,901,4,10000,6.09,50,10,0.01,10,10,0.05,0.0829,826,3,0.02,10000,3.11,0.001,238,10,5,1,1,20,0.02,10,10,16,10,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47091,OVD027,98.9,99.1,0.16,0.41,0.59,23,0.07,6,10,0.5,2,0.03,9.4,996,4,10000,5.51,50,10,0.01,10,10,0.05,0.0829,771,3,0.01,10000,3.4,0.001,204,10,5,1,1,20,0.01,10,10,14,10,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47092,OVD027,109.7,109.9,0.08,0.11,0.15,7.4,1.86,5,30,0.5,2,1.09,2.5,589,773,10000,1.445,24.8,10,0.1,10,20,9.91,16.43078,1080,1,0.25,10000,1.23,0.023,61,10,5,6,136,20,0.13,10,10,49,10,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47093,OVD027,116.7,116.9,0.07,0.04,0.06,3.2,4.06,14,40,0.5,2,2.42,1.3,149,782,3990,0.399,10.6,10,0.16,10,40,13.25,21.9685,1250,1,0.34,2510,0.251,0.071,35,1.64,5,14,222,20,0.39,10,10,95,10,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47094,OVD027,120.3,120.5,0.02,0.01,0.01,1,4.36,5,70,0.5,2,2.7,0.5,118,725,1005,0.1005,9.32,10,0.21,10,40,13.55,22.4659,1375,1,0.51,1455,0.1455,0.076,14,0.84,5,14,303,20,0.41,10,10,101,10,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47095,OVD027,134.9,135.1,0.03,0.03,0.04,0.9,6.67,13,240,0.6,2,6.9,0.5,90,392,1735,0.1735,7.93,10,0.36,20,40,6.96,11.539679999999999,1230,1,1.65,1335,0.1335,0.09,8,1.44,5,25,730,20,0.47,10,10,154,10,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVD028@38,OVD028,38.0,,,,,0.5,7.86,6,280,0.8,2,2.87,0.5,39,260,95,,7.18,10,0.79,10,70,4.26,7.063079999999999,1330,1,2.71,129,0.0129,0.09,8,0.27,5,32,529,20,0.51,10,10,218,10,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47096,OVD028,16.7,16.9,0.02,0.01,0.03,0.7,4.64,5,110,0.5,2,5.11,0.5,118,656,1060,0.106,8.82,10,0.38,10,60,10.15,16.8287,1185,1,0.73,1435,0.1435,0.072,8,0.39,5,14,374,20,0.41,10,10,109,10,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47097,OVD028,21.1,21.3,0.02,0.01,0.02,0.5,4.75,13,90,0.6,2,4.1,0.5,108,760,798,,8.89,10,0.33,10,80,10.75,17.8235,1170,1,0.61,1225,0.1225,0.086,7,0.08,5,14,308,20,0.46,10,10,107,10,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47098,OVD028,23.4,23.6,0.02,0.01,0.02,0.7,5.97,9,120,0.5,2,5.84,0.5,90,762,1025,0.1025,7.96,10,0.54,10,90,7.4,12.2692,993,1,0.51,1135,0.1135,0.063,8,1.77,5,25,314,20,0.34,10,10,179,10,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47099,OVD028,26.8,27.0,0.11,0.09,0.14,2.6,5.38,10,150,0.5,2,4.88,0.6,203,419,5760,0.576,11.6,10,0.58,20,40,7.05,11.688899999999999,1205,1,0.85,4540,0.454,0.087,21,4.06,5,19,322,20,0.42,10,10,124,10,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47100,OVD028,28.8,29.0,0.05,0.04,0.05,1.1,6.37,5,170,0.6,2,6.72,0.6,96,463,2040,0.204,8.56,10,0.56,20,40,6.81,11.29098,1450,1,1.14,1615,0.1615,0.094,10,1.35,5,20,485,20,0.49,10,10,131,10,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVD029@4,OVD029,4.0,,0.01,0.01,0.01,0.5,7.92,5,260,0.8,2,5.07,0.5,23,22,28,,5.78,20,0.52,30,20,2.29,3.79682,900,1,3.47,27,0.0027,0.332,7,0.02,5,22,672,20,0.88,10,10,237,10,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVD029@122.4,OVD029,122.4,,0.01,0.01,0.01,0.5,6.28,64,110,0.6,2,4.99,0.5,53,363,77,,6.67,10,0.17,20,50,6.91,11.45678,1150,1,1.92,298,0.0298,0.088,5,0.15,5,21,466,20,0.42,10,10,152,10,74,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,0.01,6.97,0.09,9.68,0.18,11.9,0.15,2.71,0.21,0.38,42.5,0.05,0.82,100.6,,,,,
OVD029@129.4,OVD029,129.4,,0.01,0.01,0.01,0.9,2.99,715,20,0.5,2,11.7,1.6,85,241,1215,0.1215,6.26,10,0.02,10,20,5.14,8.52212,1850,1,1.2,1360,0.136,0.042,81,1.17,5,9,1035,20,0.16,10,10,63,10,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41524,OVD030,124.3,124.3,0.03,0.02,0.02,1.1,4.76,6,90,0.5,2,4.04,1.5,131,613,1985,,9.01,10,0.13,10,30,9.86,16.34788,1095,1,1.18,2020,,850,21,1.5,5,15,396,20,0.41,10,10,107,10,88,71,10,30,10,5,,10,10,,50,,,,,10,,,,,,,,,,,9.76,0.01,5.95,0.15,13.93,0.17,17.35,0.15,1.78,0.2,4.18,41.28,0.05,0.73,103.7,,,,,
41546,OVD030,161.7,161.7,0.01,0.01,0.01,0.5,5.68,14,190,0.7,2,3.72,0.7,93,563,591,,8,10,0.38,10,80,10.05,16.6629,1230,1,1.29,1100,,1050,2,0.57,5,18,541,20,0.57,10,10,125,10,82,101,10,20,20,5,,10,10,,60,,,,,10,,,,,,,,,,,11.41,0.01,5.35,0.13,12.3,0.47,17.75,0.16,1.86,0.23,1.5,44.78,0.06,0.93,101.95,,,,,
41565,OVD030,194.0,,0.02,0.01,0.02,0.7,5.74,12,220,0.7,2,4.38,0.6,90,509,920,,8,10,0.32,10,40,8.7,14.424599999999998,1420,1,1.5,1155,,1240,2,0.71,5,18,611,20,0.58,10,10,133,10,76,105,10,20,20,5,,10,10,,60,,,,,10,,,,,,,,,,,11.67,0.02,6.53,0.12,12.6,0.4,16.05,0.19,2.19,0.28,1.89,45.32,0.07,0.98,103.7,,,,,
41582,OVD030,268.8,268.8,0.01,0.01,0.01,0.5,5.1,18,10,0.6,2,9.64,0.5,48,594,101,,6.21,10,0.01,20,70,6.55,10.8599,1175,1,0.05,368,,1080,2,0.34,5,26,620,20,0.32,10,10,184,10,64,52,10,50,10,5,,10,10,,60,,,,,10,,,,,,,,,,,9.62,0.01,13.7,0.14,8.85,0.01,10.95,0.14,0.05,0.23,0.82,38.96,0.06,0.53,99.46,,,,,
41504,OVD030,30.4,30.4,,,,0.5,6.53,19,110,0.5,2,4.28,0.5,36,244,19,,5.69,10,0.27,10,50,5.08,8.42264,756,1,2.03,146,,1040,2,0.01,5,21,314,20,0.46,10,10,138,10,71,65,10,20,10,5,,10,10,,60,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41508,OVD030,69.9,69.9,,,,0.5,7.45,5,220,0.6,2,5.95,0.6,47,287,25,,6.77,10,0.59,20,20,6.11,10.13038,1215,1,2.06,180,,1110,2,0.08,5,26,625,20,0.56,10,10,165,10,79,84,10,30,20,5,,10,10,,60,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41799,OVD032,336.9,336.9,0.01,0.01,0.01,0.5,8.48,5,40,0.8,2,5.15,0.5,44,272,108,,8.71,20,0.33,20,110,5.11,8.47238,1450,1,0.58,96,,1020,5,0.29,5,36,320,20,0.68,10,10,298,10,103,107,10,20,20,5,,10,10,,70,,,,,10,,,,,,,,,,,16.74,0.01,7.36,0.05,12.61,0.36,8.85,0.19,0.55,0.22,0.73,43.54,0.04,1.12,100.3,,,,,
43307,OVD033,312.8,312.8,0.01,0.01,0.01,0.5,7.77,8,10,1.2,2,9.48,0.5,27,130,86,,6.43,10,0.04,20,70,3.82,6.333559999999999,1290,1,0.09,68,,770,8,1.04,5,24,337,20,0.58,10,10,173,10,88,111,10,20,20,5,,10,10,,60,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43311,OVD033,331.8,331.8,0.01,0.01,0.01,0.5,6.98,7,10,0.6,2,9.38,0.5,41,259,40,,7.04,10,0.01,20,40,5.45,9.0361,1380,1,0.05,100,,780,4,0.51,5,33,378,20,0.55,10,10,256,10,85,72,10,20,20,5,,10,10,,70,,,,,10,,,,,,,,,,,13.54,0.01,13.65,0.06,10.24,0.01,9.44,0.17,0.07,0.18,1.25,43.2,0.04,0.92,100.55,,,,,
46336,OVD035,47.4,47.4,0.01,0.01,0.01,0.5,7.41,5,270,0.5,2,6.41,0.5,39,229,68,,5.49,10,0.97,20,60,5.02,8.32316,1055,1,1.67,235,,770,5,0.23,5,21,722,20,0.42,10,10,168,10,57,64,10,30,20,5,,10,10,,70,,,,,10,,,,,,,,,,,14.26,0.02,8.84,0.05,7.83,1.1,8.34,0.13,2.05,0.15,0.53,46.14,0.07,0.69,97.37,,,,,
46342,OVD035,58.5,58.5,0.01,0.01,0.01,0.5,7.51,13,220,0.5,2,6.19,0.5,46,259,65,,5.97,10,1.08,10,60,6.19,10.263020000000001,1040,1,1.4,307,,620,2,0.43,5,24,552,20,0.41,10,10,174,10,58,55,10,20,10,5,,10,10,,60,,,,,10,,,,,,,,,,,14.16,0.02,8.49,0.06,8.33,1.23,9.92,0.13,1.84,0.13,0.98,45.53,0.06,0.66,98.71,,,,,
46381,OVD036,108.8,108.8,0.05,0.04,0.06,0.9,4.25,5,70,0.5,2,3.62,0.7,165,671,2550,,10.55,10,0.26,10,50,13.2,21.885599999999997,1295,1,0.4,2910,,770,8,2.43,5,15,283,20,0.39,10,10,103,10,93,64,10,40,10,5,,,10,,50,,,,,10,,,,,,,,,,,8.16,0.01,4.98,0.14,15.27,0.29,20.9,0.16,0.59,0.17,5.81,39.58,0.03,0.64,105.5,,,,,
46393,OVD036,121.5,121.5,0.15,0.07,0.08,2.9,6.02,5,190,0.6,2,4.04,1.2,80,536,3190,,7.89,10,0.7,20,40,8.94,14.822519999999999,1105,1,1.34,1065,,1050,31,0.84,5,18,449,20,0.54,10,10,140,10,82,92,10,20,20,5,,,10,,60,,,,,10,,,,,,,,,,,11.95,0.02,5.86,0.12,11.94,0.82,15.1,0.15,1.85,0.24,2.1,44.56,0.05,0.9,101.85,,,,,
46363,OVD036,29.4,29.4,0.01,0.01,0.01,0.5,7.48,39,200,0.5,2,6.04,0.5,33,188,82,,5.38,10,0.97,20,100,3.87,6.41646,925,1,1.05,195,,840,3,0.01,5,19,540,20,0.42,10,10,153,10,44,63,10,40,10,5,,,10,,70,,,,,10,,,,,,,,,,,14.3,0.01,8.3,0.04,7.76,1.1,6.43,0.12,1.4,0.18,0.01,45.11,0.06,0.69,98.44,,,,,
46369,OVD036,89.2,89.2,0.01,0.01,0.01,0.5,6.28,5,80,0.5,2,3.34,0.5,27,253,60,,5.39,10,0.19,10,40,3.24,5.37192,1155,1,3.12,75,,720,3,0.15,5,23,246,20,0.36,10,10,193,10,67,41,10,30,10,5,,,10,,50,,,,,10,,,,,,,,,,,15.56,0.01,5.84,0.06,9.96,0.27,6.87,0.19,5.19,0.21,0.44,51.18,0.04,0.75,100.7,,,,,
46470,OVD038,137.57,137.57,0.01,0.01,0.01,0.5,5.63,8,50,0.6,2,7.91,0.5,28,182,61,,5.36,10,0.27,10,50,3.27,5.42166,1265,1,1.12,88,,440,5,0.4,5,23,1705,20,0.38,10,10,209,10,65,38,10,20,10,5,,,10,,70,,,,,10,,,,,,,,,,,11.06,0.01,11.4,0.04,7.85,0.32,5.77,0.16,1.5,0.1,0.96,50.61,0.18,0.61,99.42,,,,,
46440,OVD038,22.5,22.5,0.01,0.01,0.01,0.5,7.42,15,190,0.5,2,5.9,0.5,39,217,58,,5.4,10,0.73,20,80,4.34,7.19572,990,1,1.6,246,,930,2,0.01,5,20,412,20,0.38,10,10,160,10,56,57,10,40,20,5,,,10,,80,,,,,10,,,,,,,,,,,14.05,0.01,8.2,0.05,7.96,0.84,7.37,0.12,2.19,0.2,0.01,44.36,0.04,0.72,97.21,,,,,
46451,OVD038,40.3,40.3,0.01,0.01,0.01,0.5,6.66,5,410,0.7,2,5.73,0.5,56,276,232,,7.67,10,0.8,20,60,6.22,10.312759999999999,1415,1,1.32,397,,1070,5,1.2,6,24,961,20,0.59,10,10,209,10,84,88,10,20,20,5,,,10,,80,,,,,10,,,,,,,,,,,12.7,0.05,8.24,0.06,11.2,0.92,10.4,0.18,1.84,0.24,2.93,42.83,0.1,0.98,99.99,,,,,
46459,OVD038,53.4,53.4,0.01,0.01,0.01,0.6,6.57,5,770,0.7,3,5.44,0.5,68,399,581,,7.36,10,0.68,20,40,6.93,11.489939999999999,1225,1,1.53,716,,1070,7,0.97,5,20,1375,20,0.58,10,10,146,10,81,103,10,20,20,5,,,10,,70,,,,,10,,,,,,,,,,,13.13,0.09,7.84,0.09,10.86,0.81,12,0.16,2.1,0.24,2.39,44.62,0.15,0.96,101.05,,,,,
46462,OVD038,58.9,58.9,0.01,0.01,0.01,0.5,8.27,39,290,1,2,1.9,0.5,40,168,543,,7.76,20,1.32,10,120,3.82,6.333559999999999,1585,1,1.9,245,,850,7,0.25,5,29,428,20,0.5,10,10,176,10,98,52,10,20,20,5,,,10,,50,,,,,10,,,,,,,,,,,16.88,0.04,2.7,0.03,11.73,1.61,6.76,0.21,2.69,0.2,0.59,50.4,0.05,0.94,100.45,,,,,
46511,OVD039,106.8,106.8,0.01,0.01,0.01,0.5,8.46,5,800,1.8,2,2.43,0.5,5,3,6,,3.11,20,1.5,40,20,0.71,1.17718,844,4,3.99,1,,1620,17,0.18,5,5,997,20,0.35,10,10,37,10,85,220,10,20,20,5,,,10,,110,,,,,10,,,,,,,,,,,16.72,0.1,3.29,0.01,4.42,1.75,1.26,0.11,5.24,0.37,0.42,62.5,0.11,0.56,99.27,,,,,
46489,OVD039,35.0,35.0,0.01,0.01,0.01,0.5,4.84,5,90,0.5,2,3.42,0.5,98,609,449,,8.33,10,0.4,10,60,11.85,19.647299999999998,1190,1,0.71,1005,,770,6,0.56,5,14,341,20,0.41,10,10,99,10,90,74,10,20,10,5,,,10,,50,,,,,10,,,,,,,,,,,9.44,0.02,4.87,0.14,12.2,0.47,20,0.15,1.01,0.17,1.38,41.88,0.04,0.68,100.05,,,,,
46496,OVD039,46.1,46.1,0.01,0.01,0.01,0.5,5.4,30,60,0.5,2,8.55,0.5,72,405,495,,7.01,10,0.28,20,70,6.57,10.89306,1195,1,0.74,743,,770,4,1,5,16,392,20,0.38,10,10,102,10,75,53,10,20,10,5,,,10,,70,,,,,10,,,,,,,,,,,10.36,0.01,12.3,0.09,10,0.32,11.1,0.15,1.02,0.17,2.42,37.3,0.04,0.64,99.85,,,,,
46592,OVD040,116.4,116.4,0.07,0.04,0.06,1,5.38,5,110,0.6,2,3.77,0.6,112,588,2150,,8.71,10,0.21,20,30,9.69,16.066019999999998,1170,1,1.2,1765,,1000,8,1.39,5,16,351,20,0.48,10,10,125,10,86,92,10,20,10,5,,,10,,60,,,,,10,,,,,,,,,,,10.89,0.01,5.49,0.12,13.06,0.25,16.85,0.15,1.72,0.23,3.48,42.89,0.04,0.81,102.75,,,,,
46545,OVD040,44.4,44.4,0.04,0.02,0.03,1.2,4.28,5,110,0.5,4,2.87,0.7,153,773,1880,,10.45,10,0.36,10,20,13.05,21.6369,1315,1,0.73,2350,,780,20,1.62,5,14,235,20,0.41,10,10,100,10,101,59,10,20,10,5,,,10,,50,,,,,10,,,,,,,,,,,8.47,0.02,4.03,0.17,15.35,0.43,22.1,0.17,1.04,0.17,4.09,41.52,0.03,0.67,105.55,,,,,
46564,OVD040,77.5,77.5,0.02,0.02,0.02,0.8,4.14,5,90,0.5,2,2.81,0.8,141,867,1280,,10.3,10,0.33,10,10,13.5,22.383,1365,1,0.98,1840,,710,12,1.27,5,13,288,20,0.38,10,10,90,10,99,63,10,20,10,5,,,10,,50,,,,,10,,,,,,,,,,,8.11,0.01,4.07,0.19,15.2,0.39,23,0.18,1.38,0.16,3.21,41.66,0.03,0.62,105.35,,,,,
43201,OVD021,42.3,,0.04,0.04,0.04,2.2,3.2,5,90,0.5,2,2.27,1.1,212,942,3550,0.355,12.75,10,0.26,10,10,14.85,24.621299999999998,1345,1,0.67,3430,0.343,0.061,19,2.6,5,12,230,20,0.3,10,10,81,10,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43211,OVD021,61.0,,0.05,0.05,0.05,1.7,3.48,5,80,0.5,2,2.27,1.2,207,943,2960,0.296,12.4,10,0.26,10,20,15.05,24.9529,1370,1,0.65,3340,0.334,0.06,18,2.42,5,12,229,20,0.31,10,10,81,10,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43220,OVD021,76.6,,0.03,0.03,0.03,1.8,3.67,5,70,0.5,2,1.92,0.9,211,955,2960,0.296,12.45,10,0.26,10,30,14.55,24.1239,1280,1,0.47,3320,0.332,0.063,16,2.58,5,13,155,20,0.34,10,10,87,10,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43233,OVD021,94.4,,0.03,0.03,0.03,1.4,3.9,5,80,0.5,2,2.2,0.9,244,818,3220,0.322,13,10,0.25,10,20,12.1,20.061799999999998,1240,1,0.52,3850,0.385,0.068,10,2.99,5,13,435,20,0.4,10,10,98,10,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43241,OVD021,107.0,,0.05,0.05,0.05,7,3.4,5,110,0.7,3,1.5,2.2,433,572,10000,1.52,26,10,0.2,10,10,6.77,11.224659999999998,1565,1,0.83,9800,0.98,0.076,19,8.73,5,9,190,20,0.59,10,10,236,10,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43249,OVD021,116.1,,0.11,0.11,0.11,8.3,2.07,5,30,0.5,4,1.44,3.7,505,883,10000,1.475,24.1,10,0.11,10,10,10.6,17.5748,1120,1,0.25,10000,1.105,0.029,59,9.92,5,8,137,20,0.17,10,10,57,10,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43251,OVD021,121.0,,0.11,0.11,0.11,6.6,2.35,5,40,0.5,2,1.74,3,488,857,10000,1.245,23.2,10,0.12,10,10,11.25,18.6525,1205,1,0.37,10000,1.155,0.031,77,9.05,5,9,180,20,0.18,10,10,59,10,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43265,OVD021,146.9,,0.04,0.04,0.04,1.5,4.65,5,40,0.5,2,3.95,1.2,177,713,2990,0.299,10.9,10,0.09,10,40,11.55,19.1499,1345,1,0.48,2980,0.298,0.086,10,2.41,5,15,206,20,0.46,10,10,109,10,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43267,OVD021,148.8,,0.04,0.04,0.04,1.3,5,6,110,0.6,2,3.97,0.7,139,724,2010,0.201,9.63,10,0.2,10,40,11.4,18.9012,1385,1,0.75,2100,0.21,0.093,11,1.38,5,17,360,20,0.49,10,10,117,10,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43280,OVD021,165.2,,0.01,0.01,0.01,0.5,7.58,10,370,0.7,2,5.47,0.5,57,358,606,0.0606,6.56,10,0.5,20,30,6.09,10.09722,1145,1,2.45,506,0.0506,0.105,8,0.57,5,21,868,20,0.55,10,10,141,10,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42807,SC04,168.3,,0.001,0.01,0.003,2,9.5,6,187,1.3,0.12,3.05,0.05,40.9,253,107,,7.62,20.4,0.87,13.5,86,3.96,6.5656799999999995,1094,1.43,1.63,140,0.014,0.1218,5,3.54,0.73,29.5,520,1.9,0.41,0.1,0.93,179,0.8,95,76.9,2,15,19,6,0.03,1.3,0.05,1,35.9,0.61,2.1,0.3,2.51,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42808,SC04,171.0,,0.003,0.01,0.001,2,8.59,7,112,1.1,0.28,4.86,0.05,40,274,130,,6.07,17,0.12,18.6,75,5.08,8.42264,993,1.27,2.26,194,0.0194,0.1726,5.3,2.47,1.12,21.4,723,2,0.59,0.02,1.03,185,1.6,78,92.1,2,2.1,18.2,6.3,0.05,2.7,0.05,1,49,0.64,1.8,0.28,2.8,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43333,SC06,16.7,16.7,0.01,0.01,0.01,0.5,7.53,10,230,1.2,2,5.94,0.5,42,74,96,,9.04,20,0.52,20,20,3.41,5.65378,1355,1,2.35,105,,2060,6,0.01,5,27,499,20,1.26,10,10,232,10,122,213,10,20,40,7,,10,10,,90,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43353,SC06,39.3,39.3,0.01,0.01,0.01,0.5,9.55,5,190,0.8,2,0.91,0.5,31,150,104,,7.62,20,1.02,10,90,3.28,5.4382399999999995,1100,1,2.05,95,,530,6,0.76,5,31,269,20,0.54,10,10,185,10,112,86,10,20,20,6,,10,10,,50,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
