sample_id,desc_id,raw_sample_id,raw_hole_id,raw_depth,source_file,analyst_or_lab,report_date,language,rock_name,rock_name_original,texture,minerals_json,alteration,opaque_minerals,description_text,join_method,qa_notes
43471,D0410,43471,,,5 петрографи баттерей (2).docx,,,en,Altered medium- to coarse-grained pyroxenite,Хувирсан дунд том ширхэгтэй пироксенит,"Panidiomorphic; massive, lenticular","[{""mineral"": ""Clinopyroxene"", ""pct"": ""65-70""}, {""mineral"": ""Serpentine pseudomorph"", ""pct"": ""20-25""}, {""mineral"": ""Hornblende"", ""pct"": ""5-10""}, {""mineral"": ""Ore mineral"", ""pct"": ""5-8""}, {""mineral"": ""Carbonate (epigenetic)"", ""pct"": ""2-3""}]","Serpentinization (pseudomorphs after olivine, some after pyroxene); actinolite-chlorite on hornblende; carbonate veinlets 0.1-0.3 mm","Ore-mineral veinlets 0.01-0.2 mm along relict cleavage of serpentine pseudomorphs, intersecting; mineralisation linked to the carbonate veinlet system","Field: ""purely mineralized pyroxenite"". Very coarse clinopyroxene (grains up to 10-15 mm dominant) with interstitial serpentine pseudomorphs whose relict cleavage carries interconnected ore veinlets.",tag,
43477,D0411,43477,,,5 петрографи баттерей (2).docx,,,mn,Altered pyroxenite porphyry (vein pyroxenite),Хувирсан пироксенит порфир (Судлын пироксенит),"Porphyritic; groundmass finely crystalline; massive, lenticular","[{""mineral"": ""Mon. pyroxene"", ""pct"": ""60-65""}, {""mineral"": ""Chlorite pseudomorph"", ""pct"": ""30-35""}, {""mineral"": ""Ore mineral"", ""pct"": ""1-2""}]","Chlorite pseudomorphs (after hornblende or pyroxene), both as phenocrysts and in groundmass","Even euhedral ore-mineral grains 0.03-0.2 mm in the groundmass, mostly associated with chlorite pseudomorphs",Field: dunite. Porphyritic vein pyroxenite: chlorite-pseudomorph and minor fresh mon.pyroxene phenocrysts (30-35%) in a fully crystallized fine mon.pyroxene-chlorite groundmass.,tag,
43494,D0412,43494,,,5 петрографи баттерей (2).docx,,,en,Altered uneven-grained peridotite,Хувирсан жигд биш ширхэгтэй перидотит,"Panidiomorphic, locally poikilitic; massive","[{""mineral"": ""Mon. pyroxene"", ""pct"": ""55-60""}, {""mineral"": ""Serpentinized olivine"", ""pct"": ""30-35""}, {""mineral"": ""Altered hornblende"", ""pct"": ""3-5""}, {""mineral"": ""Biotite"", ""pct"": ""3-5""}, {""mineral"": ""Ore mineral"", ""pct"": ""5-8""}]","Serpentinization with mesh texture; actinolite, chlorite, carbonate","Ore minerals (magnetite) as intersecting mesh veinlets along olivine relict cleavage together with serpentine, plus micro-disseminations",Field: peridotite. Fresh coarse mon.pyroxene poikilitically enclosing serpentinized olivine (mesh-textured with magnetite veinlets); phlogopite plates; considerable oxide mineralisation along the mesh.,tag,
43515,D0413,43515,,,5 петрографи баттерей (2).docx,,,en,Altered uneven-grained peridotite,Хувирсан жигд биш ширхэгтэй перидотит,"Panidiomorphic, locally poikilitic; massive","[{""mineral"": ""Mon. pyroxene"", ""pct"": ""50-55""}, {""mineral"": ""Serpentinized olivine"", ""pct"": ""30-35""}, {""mineral"": ""Altered hornblende"", ""pct"": ""5-10""}, {""mineral"": ""Biotite"", ""pct"": ""3-5""}, {""mineral"": ""Ore mineral"", ""pct"": ""5""}]","Serpentinization (minor talc), actinolite, chlorite, carbonate; carbonate veinlets 0.02-0.1 mm","Ore-mineral mesh veinlets 0.01-0.1 mm with serpentine along olivine relict cleavage, plus notable micro-disseminations",Field: peridotite. Generally identical to 43494: coarse fresh mon.pyroxene (0.7-7.0 mm) with mesh-serpentinized olivine relicts and phlogopite; oxide mineralisation along the serpentine mesh.,tag,
46459,D0414,46459,,,"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)","MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | T.Oyunchimeg, B.Enkhjargal",2025-09-09,en,Olivine gabbro,Оливинт габбро,"Uneven-grained, poikilitic; massive; ore texture disseminated, spotted","[{""mineral"": ""Olivine"", ""pct"": ""30-35""}, {""mineral"": ""Plagioclase"", ""pct"": ""25-30""}, {""mineral"": ""Hornblende"", ""pct"": ""15-20""}, {""mineral"": ""Clinopyroxene (augite)"", ""pct"": ""10-15""}, {""mineral"": ""Biotite"", ""pct"": ""5""}, {""mineral"": ""Ore minerals total"", ""pct"": ""10-12""}, {""mineral"": ""Magnetite"", ""pct"": ""3-5""}, {""mineral"": ""Pyrite"", ""pct"": ""2-4""}, {""mineral"": ""Chalcopyrrhotite"", ""pct"": ""2-4""}, {""mineral"": ""Heazlewoodite"", ""pct"": ""1-2""}, {""mineral"": ""Isoferroplatinum"", ""pct"": ""<1""}]",Olivine fully pseudomorphed by fibrous talc with serpentine-magnetite along fractures; hornblende and biotite weakly chloritized,"Sequence platinum - magnetite - pyrite - heazlewoodite - chalcopyrrhotite; pyrite (clusters to 6 mm) hosts heazlewoodite droplets; chalcopyrrhotite (to 4.1 mm) replaces pyrite; isoferroplatinum (Pt3Fe) crystals to 0.2 mm at altered olivine margins, confirmed by SEM-EDX","Olivine gabbro with talc-pseudomorphed olivine. Distinctive pyrite-chalcopyrrhotite-heazlewoodite association: heazlewoodite (Ni3S2, up to Ni 73.3%) as droplets in pyrite plus SEM-confirmed isoferroplatinum — interpreted as Ni-rich low-fS2 assemblage from serpentinization of ultramafic-mafic rocks, analogous to Noril'sk/Sudbury associations.",tag,
41508,D0415,41508,,,"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)","MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | T.Oyunchimeg",2025-09-09,mn,Olivine-bearing gabbronorite,Оливинтой габбронорит,Uneven-grained; massive,"[{""mineral"": ""Clinopyroxene (augite)"", ""pct"": ""20-25""}, {""mineral"": ""Orthopyroxene"", ""pct"": ""10-15""}, {""mineral"": ""Olivine"", ""pct"": ""10-15""}, {""mineral"": ""Plagioclase (labradorite An52-54)"", ""pct"": ""25-30""}, {""mineral"": ""Hornblende"", ""pct"": ""20-25""}, {""mineral"": ""Biotite"", ""pct"": ""5""}, {""mineral"": ""Ore minerals"", ""pct"": ""2-3""}]",Olivine fully serpentine-talc-carbonate replaced (shape preserved); hornblende and biotite weakly to strongly chloritized,"Accessory ore minerals only (2-3%), intergrown with hornblende",Fresh two-pyroxene gabbronorite with pseudomorphed olivine; labradorite An52-54; low ore content.,tag,
43333,D0416,43333,,,"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)","MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | T.Oyunchimeg",2025-09-09,en,Diabase (olivine-bearing),Диабаз,"Prismatic granular, ophitic; massive","[{""mineral"": ""Plagioclase (labradorite An58-60)"", ""pct"": ""50-55""}, {""mineral"": ""Clinopyroxene (augite)"", ""pct"": ""10-15""}, {""mineral"": ""Orthopyroxene"", ""pct"": ""5""}, {""mineral"": ""Olivine"", ""pct"": ""10-15""}, {""mineral"": ""Hornblende"", ""pct"": ""5-10""}, {""mineral"": ""Biotite"", ""pct"": ""5""}, {""mineral"": ""Ore minerals"", ""pct"": ""5""}]",Plagioclase weakly sericitized; olivine fully serpentine-talc(-iddingsite) replaced; hornblende/biotite chloritized,Skeletal ore-mineral grains to 1 mm intergrown with clinopyroxene; ~5%,"Ophitic diabase: lath plagioclase with interstitial augite, minor opx, pseudomorphed olivine; hornblende and biotite late; moderate accessory oxides.",tag,
43632,D0417,43632,,,"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)","MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | N.Bolorchimeg",2025-09-09,en,Pyroxene hornfels,Пироксент роговик,"Acicular, replacement structure; massive; ore spotted, disseminated, veined","[{""mineral"": ""Pyroxene"", ""pct"": ""35-40""}, {""mineral"": ""Plagioclase"", ""pct"": ""30-35""}, {""mineral"": ""Chlorite"", ""pct"": ""10-15""}, {""mineral"": ""Quartz"", ""pct"": ""5-10""}, {""mineral"": ""Pyrite"", ""pct"": ""2-3""}, {""mineral"": ""Pyrrhotite"", ""pct"": ""1""}, {""mineral"": ""Chalcopyrite"", ""pct"": ""1""}, {""mineral"": ""Magnetite"", ""pct"": ""1""}]",Contact metamorphism (all minerals secondary); marcasite minor,"Pyrite (to 0.25 mm, spotted/disseminated/veined, locally with marcasite and chalcopyrite), magnetite (0.05 mm), chalcopyrite and pyrrhotite (to 0.1 mm); SEM-EDX confirmed pyrite and chalcopyrite compositions",Very fine acicular pyroxene-plagioclase hornfels formed by high-T contact metamorphism; sulfides interpreted as combining sedimentary sulfur with magma-derived metals.,tag,
46363,D0418,46363,,,"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)","MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | T.Oyunchimeg",2025-09-09,en,Gabbrodiorite,Габбродиорит,"Hypidiomorphic granular; massive, weakly brecciated","[{""mineral"": ""Plagioclase"", ""pct"": ""55-60""}, {""mineral"": ""Clinopyroxene"", ""pct"": ""15-20""}, {""mineral"": ""Hornblende"", ""pct"": ""20-25""}, {""mineral"": ""Biotite"", ""pct"": ""5""}, {""mineral"": ""Ore minerals"", ""pct"": ""5""}]",Strong: plagioclase fully pelite-sericite; cpx replaced by epidote-chlorite dust; biotite chlorite-leucoxene replaced; cut by 1 mm iron-hydroxide-quartz and carbonate-epidote veins (brecciated),Cubic ore grains 0.1-0.3 mm intergrown with mafics; apatite accessory,Strongly altered gabbrodiorite crosscut by epidote-carbonate-ore veinlets.,tag,
46381,D0419,46381,,,"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)","MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | T.Oyunchimeg, B.Enkhjargal, B.Altanzul (SEM)",2025-09-09,en,Picrite,Пикрит,"Porphyritic, mesh (гогцоолог), cryptic; massive; ore disseminated","[{""mineral"": ""Olivine"", ""pct"": ""75-80""}, {""mineral"": ""Clinopyroxene (augite/titanaugite)"", ""pct"": ""15-20""}, {""mineral"": ""Phlogopite"", ""pct"": ""2-3""}, {""mineral"": ""Ore minerals"", ""pct"": ""5-10""}, {""mineral"": ""Magnetite"", ""pct"": ""2-3""}, {""mineral"": ""Pyrrhotite"", ""pct"": ""1-2""}, {""mineral"": ""Chalcopyrrhotite"", ""pct"": ""1-2""}, {""mineral"": ""Pentlandite"", ""pct"": ""<1""}, {""mineral"": ""Rutile"", ""pct"": ""<1""}]",Olivine strongly serpentine-talc(-tremolite) altered with serpentine mesh; groundmass glass fully chloritized; secondary carbonate,"Sequence magnetite - pyrrhotite - chalcopyrrhotite - pentlandite; pyrrhotite-chalcopyrrhotite clusters to 2.2 mm; euhedral pentlandite to 0.1 mm associated with talc-carbonate after olivine; SEM-EDX confirmed chalcopyrrhotite, pentlandite, ilmenite, Fe-Cr magnetite, pyrrhotite",Ultramafic volcanic (picrite): olivine phenocrysts 75-80% in cryptocrystalline serpentine-talc groundmass; magmatic Ni-Cu sulfide disseminations with pentlandite tied to carbonate-talc alteration of olivine.,tag,
46393,D0420,46393,,,"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)","MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | N.Bolorchimeg",2025-09-09,en,Altered olivine gabbro,Хувирсан оливинт габбро,"Poikilitic; massive; ore spotted, disseminated","[{""mineral"": ""Plagioclase"", ""pct"": ""25-30""}, {""mineral"": ""Hornblende (amphibole)"", ""pct"": ""20-25""}, {""mineral"": ""Olivine"", ""pct"": ""20-25""}, {""mineral"": ""Phlogopite"", ""pct"": ""5-10""}, {""mineral"": ""Ore minerals"", ""pct"": ""8-10""}, {""mineral"": ""Pyrite"", ""pct"": ""2-3""}, {""mineral"": ""Chalcopyrite"", ""pct"": ""1-2""}, {""mineral"": ""Ilmenite"", ""pct"": ""4-5""}, {""mineral"": ""Apatite"", ""pct"": ""accessory""}]",Olivine fully talc-serpentine(-calcite) pseudomorphed; plagioclase saussuritized; amphibole marginal chloritization,"Pyrite (to 1 mm, spotted/disseminated) with chalcopyrite (to 1 mm, spotted); ilmenite 4-5% disseminated with amphibole (interpreted as released Fe-Ti from amphibole); sulfides possibly from sulfide-silicate liquation",Altered olivine gabbro with talc-serpentine pseudomorphs; pyrite-chalcopyrite-ilmenite assemblage mostly linked to amphibole and phlogopite.,tag,
46451,D0421,46451,,,"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)","MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | N.Bolorchimeg (petro+minera+SEM)",2025-09-09,en,Altered gabbro,Хувирсан габбро,"Poikilitic; massive; ore spotted, disseminated, droplet","[{""mineral"": ""Clinopyroxene"", ""pct"": ""40-45""}, {""mineral"": ""Orthopyroxene"", ""pct"": ""7""}, {""mineral"": ""Plagioclase"", ""pct"": ""30-35""}, {""mineral"": ""Hornblende"", ""pct"": ""5-10""}, {""mineral"": ""Phlogopite"", ""pct"": ""3""}, {""mineral"": ""Ore minerals"", ""pct"": ""5""}, {""mineral"": ""Calcite (secondary)"", ""pct"": null}, {""mineral"": ""Quartz (secondary)"", ""pct"": null}]",Plagioclase strongly saussuritized (zoisite-amphibole-chlorite-carbonate-magnetite-quartz); calcite veinlets with secondary apatite,"Chalcopyrite (to 4 cm! disseminated/spotted, droplets in pyrite), millerite (to 0.25 mm), pyrite (to 3 mm), ilmenite (0.15 mm) with magnetite; EDS: millerite Ni 63%, chalcopyrite, pyrite, Mn-bearing ilmenite, titanite; sulfides likely from liquation of S-saturated basic magma; CO2-bearing fluid role noted (ore with secondary calcite)",Coarse altered gabbro with very large chalcopyrite clusters and millerite — SEM-confirmed Ni-Cu assemblage associated with secondary calcite.,tag,
46511,D0422,46511,,,"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)","MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | T.Oyunchimeg",2025-09-09,en,Andesite,Андезит,Porphyritic; groundmass microlitic; massive,"[{""mineral"": ""Plagioclase (andesine An45-46)"", ""pct"": ""60-65""}, {""mineral"": ""Hornblende"", ""pct"": ""10-15""}, {""mineral"": ""Biotite"", ""pct"": ""3-5""}, {""mineral"": ""Volcanic glass"", ""pct"": ""15-20""}, {""mineral"": ""Ore minerals"", ""pct"": ""accessory""}, {""mineral"": ""Zircon"", ""pct"": ""accessory""}, {""mineral"": ""Apatite"", ""pct"": ""accessory""}]",Plagioclase partly epidote-zoisite-carbonate; hornblende nearly fully epidote-chlorite replaced; glass to leucoxene-magnetite-chlorite,Accessory only: elongated isometric grains 0.03-0.05 mm with groundmass biotite,"Andesite with 15-20% phenocrysts (andesine, altered hornblende) in fine plagioclase-microlite groundmass; essentially barren.",tag,
46545,D0423,46545,,,"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)","MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | T.Oyunchimeg, B.Enkhjargal, B.Altanzul (SEM)",2025-09-09,en,Wehrlite,Верлит,"Poikilitic, drusitic (opx-cpx coronas on olivine); massive; ore disseminated, spotted, replacement","[{""mineral"": ""Olivine"", ""pct"": ""50-55""}, {""mineral"": ""Clinopyroxene (augite)"", ""pct"": ""20-25""}, {""mineral"": ""Orthopyroxene"", ""pct"": ""10-15""}, {""mineral"": ""Plagioclase (labradorite An52)"", ""pct"": ""5-10""}, {""mineral"": ""Biotite"", ""pct"": ""5""}, {""mineral"": ""Ore minerals"", ""pct"": ""2-5""}, {""mineral"": ""Chalcopyrrhotite"", ""pct"": ""1-2""}, {""mineral"": ""Pyrrhotite"", ""pct"": ""2-3""}, {""mineral"": ""Pentlandite"", ""pct"": ""<1""}, {""mineral"": ""Magnetite"", ""pct"": ""3-5""}, {""mineral"": ""Galena"", ""pct"": ""<1""}, {""mineral"": ""Millerite"", ""pct"": ""<1""}]",Olivine partly bowlingite/serpentine replaced with serpentine-ore veinlet bands; biotite weakly chloritized,"Sequence platinum - magnetite - pyrrhotite - chalcopyrrhotite - millerite - galena - magnetite; chalcopyrrhotite clusters to 4.4 mm; two magnetite generations (interstitial Cr-bearing disseminated; olivine-breakdown); SEM-EDX confirmed Cr-magnetite, millerite, platinum and a rare galena grain",Wehrlite with drusitic coronas; Ni-Cu sulfide disseminations plus SEM-confirmed platinum and exotic galena (rare in ultramafics; noted as reported in small amounts at Noril'sk).,tag,
46564,D0424,46564,,,"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)","MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | T.Oyunchimeg, B.Enkhjargal, B.Altanzul (SEM)",2025-09-09,en,Hornblende peridotite,Эвэрхуурмагт перидотит,"Poikilitic, hypidiomorphic granular; massive","[{""mineral"": ""Olivine"", ""pct"": ""30-35""}, {""mineral"": ""Clinopyroxene (diopside)"", ""pct"": ""20-25""}, {""mineral"": ""Hornblende"", ""pct"": ""20-25""}, {""mineral"": ""Plagioclase"", ""pct"": ""5-10""}, {""mineral"": ""Orthopyroxene (bastite-altered)"", ""pct"": ""0-5""}, {""mineral"": ""Biotite"", ""pct"": ""5-8""}, {""mineral"": ""Ore minerals"", ""pct"": ""10-15""}, {""mineral"": ""Magnetite"", ""pct"": ""3-5""}, {""mineral"": ""Pyrrhotite"", ""pct"": ""3-5""}, {""mineral"": ""Chalcopyrrhotite"", ""pct"": ""2-4""}, {""mineral"": ""Pentlandite"", ""pct"": ""1-3""}, {""mineral"": ""Platinum"", ""pct"": ""<1""}]",Olivine serpentine-antigorite replaced with mesh-textured serpentine-ore veinlets; opx bastitized; hornblende weakly chloritized; actinolite,"Sequence platinum - magnetite - pyrrhotite - chalcopyrrhotite - pentlandite - magnetite; pyrrhotite dominant (clusters to 3 mm) hosting chalcopyrrhotite and pentlandite; two magnetite generations, disseminated one carries up to 20% Cr (SEM); SEM-EDX newly identified platinum/ferroan platinum; Co-bearing pentlandite","Hornblende peridotite with 10-15% ore: pyrrhotite-chalcopyrrhotite-pentlandite Ni-Cu assemblage plus SEM-confirmed Pt; interstitial Cr-magnetite vs Fe-only magnetite after olivine. Ni chiefly in pentlandite, Cu in chalcopyrrhotite.",tag,
46342,D0425,46342,,,"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)","MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | T.Oyunchimeg, B.Enkhjargal",2025-09-09,mn,Hornblende gabbrodiorite,Эвэрхуурмагт габбродиорит,"Hypidiomorphic granular, poikilo-ophitic; massive; ore disseminated, spotted","[{""mineral"": ""Plagioclase"", ""pct"": ""40-45""}, {""mineral"": ""Clinopyroxene (diopside-hedenbergite)"", ""pct"": ""15-20""}, {""mineral"": ""Hornblende"", ""pct"": ""30-35""}, {""mineral"": ""Ore minerals"", ""pct"": ""5-10""}, {""mineral"": ""Pyrite"", ""pct"": ""2-3""}, {""mineral"": ""Magnetite"", ""pct"": ""3-5""}, {""mineral"": ""Chalcopyrite"", ""pct"": ""<1""}, {""mineral"": ""Platinum"", ""pct"": ""<1""}]",Plagioclase fully carbonate-sericite replaced; hornblende weakly chlorite-carbonate; late quartz-carbonate clots,"Magnetite dominant (to 0.8 mm); pyrite clusters to 0.7 mm; fine chalcopyrite 0.05 mm; platinum as isolated disseminated grains to 0.25 mm — no mutual spatial relations, growth sequence indeterminate",Altered hornblende gabbrodiorite carrying isolated platinum grains alongside disseminated magnetite-pyrite-chalcopyrite.,tag,
46592,D0426,46592,,,"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)","MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | T.Oyunchimeg, B.Enkhjargal",2025-09-09,en,Olivine-bearing websterite,Оливинтой вебстерит,"Uneven-grained; massive; ore disseminated, spotted","[{""mineral"": ""Clinopyroxene (diopside)"", ""pct"": ""20-25""}, {""mineral"": ""Orthopyroxene (bastite-rimmed)"", ""pct"": ""10-15""}, {""mineral"": ""Olivine"", ""pct"": ""20-25""}, {""mineral"": ""Plagioclase (labradorite An50-52)"", ""pct"": ""15-20""}, {""mineral"": ""Hornblende"", ""pct"": ""15-20""}, {""mineral"": ""Biotite"", ""pct"": ""3-5""}, {""mineral"": ""Ore minerals"", ""pct"": ""5-10""}, {""mineral"": ""Magnetite"", ""pct"": ""3-5""}, {""mineral"": ""Chalcopyrrhotite"", ""pct"": ""<1""}, {""mineral"": ""Pyrrhotite"", ""pct"": ""<1""}, {""mineral"": ""Pentlandite"", ""pct"": ""<1""}, {""mineral"": ""Millerite"", ""pct"": ""<1""}, {""mineral"": ""Platinum"", ""pct"": ""<1""}]",Olivine fully serpentine-talc pseudomorphed (shape kept) with ore-dust bands; opx bastite; hornblende weakly chloritized,Platinum disseminations to 0.2 mm with altered olivine; magnetite interstitial and corroding chalcopyrrhotite; chalcopyrrhotite replacing pyrrhotite (to 1 mm); euhedral pentlandite 0.05 mm; millerite disseminations to 0.5 mm partly replacing magnetite,"Olivine websterite with low-grade but diverse Ni-Cu-PGE assemblage: platinum, millerite, pentlandite, chalcopyrrhotite, pyrrhotite and magnetite.",tag,
46489,D0427,46489,,,"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)","MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | N.Bolorchimeg (petro+minera+SEM)",2025-09-09,en,Hornblende wehrlite,Эвэрхуурмагт верлит,"Poikilitic; massive; ore disseminated, spotted","[{""mineral"": ""Olivine"", ""pct"": ""50-55""}, {""mineral"": ""Clinopyroxene"", ""pct"": ""10-15""}, {""mineral"": ""Orthopyroxene"", ""pct"": ""1-2""}, {""mineral"": ""Hornblende"", ""pct"": ""15-20""}, {""mineral"": ""Apatite"", ""pct"": ""1-2""}, {""mineral"": ""Phlogopite"", ""pct"": ""2-3""}, {""mineral"": ""Plagioclase"", ""pct"": ""2-3""}, {""mineral"": ""Ore minerals"", ""pct"": ""10-12""}, {""mineral"": ""Chalcopyrite"", ""pct"": ""1-2""}, {""mineral"": ""Pyrite"", ""pct"": ""1-2""}, {""mineral"": ""Pentlandite"", ""pct"": ""~1""}, {""mineral"": ""Ilmenite"", ""pct"": ""~1""}, {""mineral"": ""Chromite"", ""pct"": ""1-2""}, {""mineral"": ""Magnetite"", ""pct"": ""4-5""}]","Olivine fully talc-serpentine(-calcite) pseudomorphed with magnetite-bearing serpentine veinlets; secondary calcite, chlorite; plagioclase argillized",Chalcopyrite-pyrite-pentlandite association (EDS-confirmed; pentlandite with Ag up to 12.6% in one point analysis); euhedral chromite 0.025 mm and magnetite in olivine pseudomorphs (chromite primary magmatic and secondary from olivine breakdown); ilmenite with amphibole; sulfides from silicate-sulfide melt segregation,Hornblende wehrlite with 10-12% ore minerals; SEM-EDX documents chalcopyrite-pyrite-pentlandite intergrowths and chromite-magnetite in serpentinized olivine.,tag,
46336,D0428,46336,,,"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)","MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | T.Oyunchimeg, B.Enkhjargal",2025-09-09,en,Diorite,Диорит,Hypidiomorphic granular; massive; ore disseminated,"[{""mineral"": ""Plagioclase"", ""pct"": ""50-53""}, {""mineral"": ""Hornblende"", ""pct"": ""40-45""}, {""mineral"": ""Quartz"", ""pct"": ""few""}, {""mineral"": ""Apatite"", ""pct"": ""accessory""}, {""mineral"": ""Ore minerals"", ""pct"": ""5-7""}, {""mineral"": ""Magnetite"", ""pct"": ""3-4""}, {""mineral"": ""Pentlandite"", ""pct"": ""1-2""}, {""mineral"": ""Chalcopyrite"", ""pct"": ""<1""}, {""mineral"": ""Arsenopyrite"", ""pct"": ""<1""}]",Plagioclase carbonate-sericite replaced; hornblende weakly chloritized; hydrothermal chlorite-carbonate-sericite,"Disseminated magnetite (0.5 mm); euhedral pentlandite to 0.1 mm with talc-carbonate; sparse chalcopyrite 0.1 mm; disseminated arsenopyrite to 0.7 mm; no mutual relations, sequence indeterminate",Hornblende diorite with unusual disseminated pentlandite and arsenopyrite in an intermediate intrusive.,tag,
41546,D0429,41546,,,"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)","MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | T.Oyunchimeg, B.Enkhjargal",2025-09-09,en,Olivine gabbro,Оливинт габбро,"Ophitic, poikilitic; massive","[{""mineral"": ""Clinopyroxene (augite)"", ""pct"": ""25-30""}, {""mineral"": ""Olivine"", ""pct"": ""25-30""}, {""mineral"": ""Plagioclase"", ""pct"": ""20-25""}, {""mineral"": ""Hornblende"", ""pct"": ""15-20""}, {""mineral"": ""Biotite"", ""pct"": ""3-5""}, {""mineral"": ""Ore minerals"", ""pct"": ""5-10""}, {""mineral"": ""Magnetite"", ""pct"": ""2-3""}, {""mineral"": ""Chalcopyrrhotite"", ""pct"": ""<1""}, {""mineral"": ""Pentlandite"", ""pct"": ""<1""}, {""mineral"": ""Pyrrhotite"", ""pct"": ""1-2""}, {""mineral"": ""Ilmenite"", ""pct"": ""1-2""}]",Olivine fully talcose (shape kept) with ore-dust bands along fractures; plagioclase sericite-saussurite; hornblende/biotite chloritized; calcite veinlets with secondary apatite,"Pyrrhotite (to 1 mm, spotted) rimmed by chalcopyrrhotite; pentlandite to 0.4 mm intergrown with both; magnetite to 2 mm — SEM-EDX shows it carries Cr and Ti; ilmenite with pyrrhotite",Olivine gabbro with talc-pseudomorphed olivine; disseminated Ni-Cu assemblage (pyrrhotite-chalcopyrrhotite-pentlandite) and Cr-Ti-bearing magnetite.,tag,
