#,Drillhole,X,Y,Sample interval,Sample interval,SAMPLE_ID,Petrographer,Өнгөлгөө,Year,Sample analysis,Sample analysis,Sample analysis,Sample analysis,Sample analysis,Sample analysis,Sample analysis,Field Lithology,New Lithology by Petrographic,New Lithology by iOGAS,Cr/V,Sr/Rb,PGM-ICP27,PGM-ICP27,PGM-ICP27,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,Cu-OG62,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,Ni-OG62,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC90M,IC90M,IC90M,IC90M,IC90M,IC90M,IC90M,IC90M,IC90M,IC90M,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,XRF76V,XRF76V,XRF76V,XRF76V,XRF76V
#,Drillhole,X,Y,Sample interval,Sample interval,SAMPLE_ID,Petrographer,Өнгөлгөө,Year,Polished thin section,Thin section,ASD,XRD,Fluid inclusion,EDS,EPMA,Field Lithology,New Lithology by Petrographic,New Lithology by iOGAS,Cr/V,Sr/Rb,Au ppm,Pt ppm,Pd ppm,Ag ppm,Al %,As ppm,Ba ppm,Be ppm,Bi ppm,Ca %,Cd ppm,Co ppm,Cr ppm,Cu ppm,Cu %,Fe %,Ga ppm,K %,La ppm,Li ppm,Mg %,MgO %,Mn ppm,Mo ppm,Na %,Ni ppm,Ni % ppm,P %,Pb ppm,S %,Sb ppm,Sc ppm,Sr ppm,Th ppm,Ti %,Tl ppm,U ppm,V ppm,W ppm,Zn ppm,Zr ppm,Se PPM,Rb PPM,Y PPM,Nb PPM,In PPM,Sn PPM,Te PPM,Cs PPM,Ce PPM,Tb PPM,Yb PPM,Lu PPM,Hf PPM,Ta PPM,Pr PPM,Nd PPM,Sm PPM,Eu PPM,Gd PPM,Dy PPM,Ho PPM,Er PPM,Tm PPM,Ge PPM,Al2O3 %,BaO %,CaO %,Cr2O3 %,Fe2O3 %,K2O %,MgO %,MnO %,Na2O %,P2O5 %,SO3 %,SiO2 %,SrO %,TiO2 %,Total %,PbO %,CuO %,TiO2 %,V2O5 %,ZnO %
120,OVD023,722034,5144337.2,34.3,OVD023-34.3,47170,Altantsetseg,,2024,x,,,,,,,Gabbro mineralized M,Peridotite,,10.953488372093023,#DIV/0!,0.03,0.03,0.04,1.8,3.3,5,90,0.5,2,2.5,1.5,199,942,3310,0.331,11.85,10,0.27,10,10,13.65,22.6317,1280,1,0.65,3100,0.31,0.066,22,2.65,5,12,229,20,0.33,10,10,86,10,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,OVD023,722034,5144337.2,65.7,OVD023-65.7,47171,Altantsetseg,,2024,x,,,,,,,Gabbro Mineralized M,Peridotite,,9.5,#DIV/0!,0.03,0.03,0.03,1.7,4.23,7,100,0.5,2,2.83,1.3,168,836,2550,0.255,11.25,10,0.33,10,20,12.7,21.0566,1330,1,0.8,2820,0.282,0.08,30,2.28,5,14,322,20,0.39,10,10,88,10,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,OVD023,722034,5144337.2,83.8,OVD023-83.8,47172,Altantsetseg,,2024,x,,,,,,,Gabbro Mineralized M,Peridotite,,8.525252525252526,#DIV/0!,0.01,0.01,0.01,0.5,4.47,7,100,0.5,2,3.39,0.7,99,844,140,0.014,8.46,10,0.33,10,30,13,21.554,1345,1,0.69,823,0.0823,0.075,6,0.24,5,15,343,20,0.39,10,10,99,10,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,OVD023,722034,5144337.2,124.5,OVD023-124.5,47173,Altantsetseg,,2024,x,,,,,,,Spotted rock,Spotted rock,,0.1452991452991453,#DIV/0!,,,,0.5,8.93,12,100,0.6,2,1.77,0.6,26,34,106,0.0106,7.48,20,0.54,10,60,2.18,3.61444,1200,1,3.32,18,0.0018,0.04,5,0.34,5,29,426,20,0.69,10,10,234,10,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,OVD023,722034,5144337.2,135.4,OVD023-135.4,47174,Altantsetseg,,2024,x,,,,,,,Breccia,Siltstone,,1.066326530612245,#DIV/0!,0.01,0.01,0.01,0.5,9.94,5,330,1,2,1.02,0.5,24,209,111,0.0111,7.84,20,1.79,10,90,2.87,4.75846,909,1,1.6,102,0.0102,0.04,6,0.98,5,37,387,20,0.61,10,10,196,10,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,OVD023,722034,5144337.2,142.8,OVD023-142.8,47175,Altantsetseg,,2024,,x,,,,,,Siltstone,Siltstone,,0.7345971563981043,#DIV/0!,,,,0.5,9.24,7,210,0.8,2,1.44,0.5,34,155,141,0.0141,7.53,20,0.93,10,80,2.55,4.227899999999999,964,1,2.48,97,0.0097,0.117,8,1.08,5,34,370,20,0.65,10,10,211,10,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,OVD023,722034,5144337.2,144,OVD023-144,47176,Altantsetseg,,2024,x,,,,,,,Gabbro Mineralized P,Peridotite,,5.980952380952381,#DIV/0!,0.01,0.01,0.01,0.5,5.62,53,200,0.5,2,4.3,0.7,94,628,684,0.0684,8.11,10,0.27,10,60,10.25,16.9945,1245,1,1.14,1045,0.1045,0.08,5,0.6,5,16,526,20,0.44,10,10,105,10,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,OVD024,722016.8,5144260,13.7,OVD024-13.7,47130,Altantsetseg,,2024,x,,,,,,,Spotted rock,Spotted rock,,0.7100591715976331,#DIV/0!,,,,0.5,9.5,5,260,0.9,2,1.96,0.5,30,120,109,0.0109,7.1,20,1.32,10,90,2.14,3.54812,1105,3,2.06,89,0.0089,0.067,9,0.01,5,31,407,20,0.51,10,10,169,10,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,OVD024,722016.8,5144260,18.6,OVD024-18.6,47131,Altantsetseg,,2024,,,,,,,,Gabbro,Gabbrodiorite,,1.0826086956521739,#DIV/0!,0.01,0.01,0.01,0.5,6.91,5,100,0.8,2,7.76,0.5,39,249,80,0.008,6.79,10,0.18,10,70,4.48,7.427840000000001,1370,1,0.73,96,0.0096,0.076,2,0.01,5,32,619,20,0.51,10,10,230,10,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,OVD024,722016.8,5144260,30.4,OVD024-30.4,47132,Altantsetseg,,2024,x,,,,,,,Spotted rock,Diorite,,0.5222929936305732,#DIV/0!,,,,0.5,8.79,5,210,0.8,2,3.12,0.5,25,82,92,0.0092,6.32,20,0.98,10,60,1.96,3.2496799999999997,1095,2,3.05,97,0.0097,0.098,5,0.06,5,26,428,20,0.45,10,10,157,10,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,OVD024,722016.8,5144260,54,OVD024-54,47136,Altantsetseg,,2024,,,,,,,,Spotted rock,Gabbro,,0.35877862595419846,#DIV/0!,,,,1.4,8.06,164,130,0.6,2,4.49,0.8,61,47,2120,0.212,7.94,10,0.33,10,20,1.76,2.91808,1135,1,3.85,1225,0.1225,0.089,17,2.07,5,18,640,20,0.46,10,10,131,10,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,OVD024,722016.8,5144260,78,OVD024-78,47138,Altantsetseg,,2024,x,,,,,,,Gabbro Mineralized,Olivine gabbro,,3.9903846153846154,#DIV/0!,0.01,0.01,0.02,1.2,5.98,16,20,0.5,2,6.32,1,96,415,1435,0.1435,7.81,10,0.04,10,50,6.49,10.76042,983,1,1.56,1435,0.1435,0.093,13,1.25,5,14,272,20,0.48,10,10,104,10,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,OVD024,722016.8,5144260,107.8,OVD024-107.8,47140,Altantsetseg,,2024,x,,,,,,,Gabbro Mineralized,Peridotite,,7.97,#DIV/0!,0.03,0.03,0.04,1.9,4.51,5,80,0.5,2,2.76,1.4,161,797,2960,0.296,10.7,10,0.23,10,40,12.7,21.0566,1275,1,0.5,2600,0.26,0.07,17,2,5,14,242,20,0.4,10,10,100,10,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,OVD024,722016.8,5144260,148.3,OVD024-148.3,47141,Altantsetseg,,2024,x,,,,,,,Gabbro Mineralized,Olivine gabbro,,4.183206106870229,#DIV/0!,0.05,0.03,0.05,1.1,6.58,25,190,0.6,2,4.57,0.9,108,548,1960,0.196,8.53,10,0.32,20,40,7.79,12.91582,1190,1,1.78,1805,0.1805,0.09,8,1.42,5,20,613,20,0.47,10,10,131,10,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,OVD024,722016.8,5144260,160.5,OVD024-160.5,47142,Altantsetseg,,2024,,,,,,,,Breccia ,Peridotite,,1.84,#DIV/0!,0.01,0.01,0.01,0.5,6.21,5,100,0.7,2,9.16,0.5,34,276,82,0.0082,5.41,10,0.31,20,40,4.74,7.85892,1130,1,0.61,127,0.0127,0.056,5,0.55,5,25,366,20,0.38,10,10,150,10,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,OVD024,722016.8,5144260,34.6,OVD024-34.6,47133,Altantsetseg,,2024,x,,,,,,,Spotted rock,Spotted rock,,0.29133858267716534,#DIV/0!,,,,0.5,9.68,9,250,0.9,2,0.89,0.5,17,37,302,0.0302,4.87,20,1.31,10,50,1.49,2.47042,473,2,3.95,171,0.0171,0.063,10,0.07,5,22,360,20,0.42,10,10,127,10,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,OVD024,722016.8,5144260,42.2,OVD024-42.2,47134,Altantsetseg,,2024,,,,,,,,Breccia,Breccia,,0.44385026737967914,#DIV/0!,0.01,0.01,0.01,0.5,8.96,5,190,0.7,2,1.36,0.5,17,83,95,0.0095,5.57,20,1.26,10,80,1.8,2.9844,828,1,2.99,42,0.0042,0.056,4,0.11,5,26,317,20,0.46,10,10,187,10,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,OVD024,722016.8,5144260,50.8,OVD024-50.8,47135,Altantsetseg,,2024,,,,,,,,Gabbro Mineralized,Olivine gabbro,,3.6615384615384614,#DIV/0!,0.01,0.01,0.02,1.1,6.48,5,200,0.7,2,4.59,0.9,108,476,1555,0.1555,8.88,10,0.39,10,20,7.97,13.21426,1285,1,1.66,1500,0.15,0.121,15,1.33,5,18,541,20,0.53,10,10,130,10,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,OVD024,722016.8,5144260,73.5,OVD024-73.5,47137,Altantsetseg,,2024,,,,,,,,Spotted rock,Diorite,,0.43870967741935485,#DIV/0!,,,,0.5,10.05,5,140,0.9,2,0.59,0.5,27,68,102,0.0102,5.65,20,0.55,10,50,1.79,2.96782,675,1,5.24,40,0.004,0.035,7,1.1,5,27,429,20,0.5,10,10,155,10,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,OVD024,722016.8,5144260,86.9,OVD024-86.9,47139,Altantsetseg,,2024,x,,,,,,,Gabbro Mineralized,Gabbro,,2.7194244604316546,#DIV/0!,0.02,0.03,0.05,1.8,5.78,25,170,0.7,2,3.12,1.1,270,378,3910,0.391,11.95,10,0.22,10,20,6.96,11.539679999999999,941,1,2.06,5050,0.505,0.139,5,5.26,5,17,410,20,0.57,10,10,139,10,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,OVD025,721825.2,5144751,53.15,OVD025-53.15,47148,Altantsetseg,ok,2024,x,,,,,,,Dolerite,Peridotite,Out of chart,3.4496644295302015,#DIV/0!,,,,3.5,6.13,5,210,0.5,2,4.16,1.8,166,514,5610,0.561,12.4,10,0.83,10,50,7.25,12.0205,1415,1,0.95,2970,0.297,0.09,34,3.55,5,23,321,20,0.44,10,10,149,10,90,,,,,,,,,,,,,,,,,,,,,,,,,,11.72,0.02,5.6,0.11,17.45,0.99,11.85,0.18,1.37,0.2,7.69,39.31,0.04,0.72,,,,,,
137,OVD025,721825.2,5144751,58.55,OVD025-58.55,47151,Altantsetseg,,2024,,x,,,,,,Sandstone,Siltstone,,1.2097560975609756,#DIV/0!,,,,0.5,8.23,7,320,0.8,2,2.34,0.5,40,248,107,0.0107,7.05,20,0.76,10,70,4.05,6.714899999999999,1380,1,3.06,126,0.0126,0.088,6,0.3,5,30,345,20,0.5,10,10,205,10,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,OVD025,721825.2,5144751,32.6,OVD025-32.6,47143,Altantsetseg,ok,2024,,,,,,,,Sandstone,Sandstone,,1.311965811965812,#DIV/0!,,,,0.5,8.11,8,210,0.8,2,3.28,0.5,40,307,91,0.0091,7.31,20,0.57,10,80,4.37,7.24546,1485,1,2.87,107,0.0107,0.095,5,0.13,5,34,489,20,0.56,10,10,234,10,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,OVD025,721825.2,5144751,37.7,OVD025-37.7,47144,Altantsetseg,ok,2024,x,,,,,,,Gabbro Mineralized,Olivine gabbro,,3.692857142857143,#DIV/0!,0.01,0.01,0.01,0.5,6.23,5,210,0.7,2,4.38,0.5,75,517,251,0.0251,7.79,10,0.6,20,50,9.34,15.485719999999999,1260,1,1.36,662,0.0662,0.115,6,0.28,5,19,486,20,0.64,10,10,140,10,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,OVD025,721825.2,5144751,43.2,OVD025-43.2,47145,Altantsetseg,,2024,,,,,,,,Dolerite,Gabbrodiorite,Foid Gabbro,2.233695652173913,#DIV/0!,,,,0.5,6.08,5,220,0.6,2,6.53,0.8,59,411,683,0.0683,8.58,10,0.77,10,50,5.97,9.898259999999999,1335,1,1.44,568,0.0568,0.083,6,1.24,5,26,474,20,0.5,10,10,184,10,70,,,,,,,,,,,,,,,,,,,,,,,,,,12.02,0.02,8.91,0.09,12.28,0.92,10.1,0.17,2.19,0.18,2.99,41.04,0.05,0.85,,,,,,
141,OVD025,721825.2,5144751,45.3,OVD025-45.3,47146,Altantsetseg,,2024,x,,,,,,,Gabbro Mineralized S,Peridotite,,10.53968253968254,#DIV/0!,0.24,0.2,0.29,7,2.3,5,40,0.5,2,1.2,3.2,698,664,10000,1.86,23.1,10,0.13,10,20,8.05,13.3469,1150,1,0.23,10000,1.68,0.032,51,10,5,7,77,20,0.17,10,10,63,10,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,OVD025,721825.2,5144751,46.9,OVD025-46.9,47147,Altantsetseg,ok,2024,x,,,,,,,Gabbro Mineralized,Peridotite,,4.882978723404255,#DIV/0!,0.25,0.15,0.2,5.9,4.27,5,60,0.5,2,2.15,2.8,356,459,10000,1.135,22.4,10,0.22,10,40,6.71,11.125179999999999,1470,2,0.47,8810,0.881,0.07,39,9.18,5,15,165,20,0.29,10,10,94,10,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,OVD025,721825.2,5144751,55.4,OVD025-55.4,47149,Altantsetseg,,2024,x,,,,,,,Dolerite,Peridotite,Alkalic Gabbro,2.248447204968944,#DIV/0!,,,,0.9,6.34,5,230,0.6,2,7.31,0.8,133,362,2080,0.208,8.98,10,0.71,20,50,5.99,9.93142,1485,1,1.29,1335,0.1335,0.114,9,2.26,5,24,422,20,0.47,10,10,161,10,80,,,,,,,,,,,,,,,,,,,,,,,,,,12.26,0.02,9.98,0.08,12.81,0.85,10.05,0.19,1.83,0.27,4.87,40.38,0.04,0.79,,,,,,
144,OVD025,721825.2,5144751,57.4,OVD025-57.4,47150,Altantsetseg,ok,2024,x,,,,,,,Dolerite,Peridotite,Alkalic Gabbro,1.308641975308642,#DIV/0!,,,,0.5,7.74,5,230,0.7,2,4.23,0.7,53,318,629,0.0629,7.48,10,0.53,10,50,4.32,7.16256,1540,2,2.99,169,0.0169,0.094,9,0.49,5,33,443,20,0.5,10,10,243,10,90,,,,,,,,,,,,,,,,,,,,,,,,,,14.86,0.02,5.56,0.07,10.44,0.61,7.16,0.2,4.13,0.2,0.97,48.51,0.04,0.81,,,,,,
145,OVD025,721825.2,5144751,61.4,OVD025-61.4,47152,Altantsetseg,ok,2024,,,,,,,,Tuff sandstone ,Sandstone,,1.1111111111111112,#DIV/0!,,,,0.5,8.4,6,300,0.7,2,2.94,0.5,37,230,115,0.0115,7.04,20,0.74,10,60,3.99,6.61542,1375,1,3.38,119,0.0119,0.095,7,0.27,5,30,260,20,0.51,10,10,207,10,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,OVD026,722058,5144351,15,OVD026-15,47177,Altantsetseg,,2024,x,,,,,,,Gabbro mineralized,Olivine gabbro,,1.364864864864865,#DIV/0!,0.04,0.08,0.03,0.5,4.87,82,50,0.7,2,7.31,0.5,80,202,2550,0.255,8.09,10,0.09,20,10,3.19,5.28902,2560,5,2.79,777,0.0777,0.13,24,0.02,5,14,224,20,0.55,10,10,148,10,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,OVD026,722058,5144351,20,OVD026-20,47179,Altantsetseg,,2024,x,,,,,,,Gabbro mineralized,Olivine gabbro,,2.4586466165413534,#DIV/0!,0.01,0.01,0.01,0.5,6.42,11,170,0.8,2,5.9,0.5,58,327,370,,6.83,10,0.36,20,30,5.79,9.59982,1670,1,2.09,531,0.0531,0.114,7,0.02,5,17,521,20,0.58,10,10,133,10,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,OVD026,722058,5144351,101,OVD026-101,47192,Altantsetseg,,2024,x,,,,,,,Net textured,Gabbro,,6.433333333333334,#DIV/0!,0.4,0.21,0.26,18,3.43,5,60,0.5,6,3.07,6.6,379,579,10000,2.47,22.4,10,0.18,10,20,7.34,12.16972,1295,1,0.41,9410,0.941,0.031,135,9.42,5,13,230,20,0.21,10,10,90,10,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,OVD026,722058,5144351,105,OVD026-105,47188,Altantsetseg,,2024,x,,,,,,,Massive sulphide top contact,Massive sulphide,,5.965116279069767,#DIV/0!,0.1,0.11,0.12,8.5,3.25,5,60,0.5,4,3.18,2.4,632,513,10000,1.65,21.9,10,0.19,10,20,5.97,9.898259999999999,1270,1,0.47,10000,1.045,0.023,66,10,5,11,445,20,0.18,10,10,86,10,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,OVD026,722058,5144351,105.5,OVD026-105.5,47191,Altantsetseg,,2024,,,,,,,,Massive sulphide,Massive sulphide,,3.909090909090909,#DIV/0!,0.17,0.25,0.32,12,0.21,5,10,0.5,9,0.2,4.6,1310,86,10000,3.15,49.2,10,0.02,10,10,0.34,0.56372,399,1,0.03,10000,3.44,0.002,77,10,5,1,15,20,0.02,10,10,22,10,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,OVD026,722058,5144351,106.8,OVD026-106.8,47190,Altantsetseg,,2024,x,,,,,,,Massive sulphide bottom contact,Peridotite,,8,#DIV/0!,0.07,0.07,0.1,3.7,4.34,5,70,0.5,6,4.44,1.7,291,632,6820,0.682,16.4,10,0.18,10,30,8.74,14.49092,1345,1,0.37,6590,0.659,0.032,38,6.57,5,14,445,20,0.23,10,10,79,10,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,OVD026,722058,5144351,111,OVD026-111,47193,Altantsetseg,,2024,x,,,,,,,Gabbro mineralized,Gabbro,,5.451923076923077,#DIV/0!,0.08,0.05,0.05,4.4,6.03,7,110,0.5,3,5.54,1.6,127,567,4560,0.456,10.05,10,0.3,10,30,9.27,15.369659999999998,1295,1,0.75,2150,0.215,0.062,29,2.73,5,17,353,20,0.33,10,10,104,10,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,OVD026,722058,5144351,16.5,OVD026-16.5,47178,Altantsetseg,,2024,x,,,,,,,Gabbro mineralized,Olivine gabbro,,0.44554455445544555,#DIV/0!,0.03,0.01,0.01,0.5,6.95,27,50,0.6,2,9.74,0.5,32,45,1185,0.1185,6.18,10,0.12,20,20,1.6,2.6528,2160,1,3.25,567,0.0567,0.246,15,0.01,5,17,450,20,0.53,10,10,101,10,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,OVD026,722058,5144351,32.8,OVD026-32.8,47180,Altantsetseg,,2024,x,,,,,,,Hydrothermal altered gabbro,Diorite,,3.053030303030303,#DIV/0!,0.01,0.01,0.01,0.5,5.98,5,100,0.7,2,5.51,0.5,57,403,112,,6.73,10,0.19,20,50,6.85,11.357299999999999,1180,1,1.54,459,0.0459,0.112,7,0.02,5,18,417,20,0.56,10,10,132,10,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,OVD026,722058,5144351,42.4,OVD026-42.4,47181,Altantsetseg,,2024,x,,,,,,,Gabbro mineralized,Olivine gabbro,,3.5891472868217056,#DIV/0!,0.01,0.01,0.01,0.5,5.77,5,170,0.7,2,4.71,0.5,77,463,224,,7.47,10,0.19,20,60,9.1,15.087799999999998,1170,1,1.53,627,0.0627,0.106,7,0.24,5,17,538,20,0.55,10,10,129,10,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,OVD026,722058,5144351,51.2,OVD026-51.2,47182,Altantsetseg,,2024,x,,,,,,,Gabbro mineralized,Olivine gabbro,,3.2317880794701987,#DIV/0!,0.01,0.01,0.01,0.5,5.9,7,220,0.6,2,5.07,0.5,68,488,129,,7.46,10,0.36,20,40,9.01,14.938579999999998,1190,1,1.53,509,0.0509,0.1,7,0.27,5,25,450,20,0.6,10,10,151,10,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,OVD026,722058,5144351,61.8,OVD026-61.8,47183,Altantsetseg,,2024,x,,,,,,,Gabbro mineralized,Olivine gabbro,,4.524193548387097,#DIV/0!,0.01,0.01,0.01,0.5,5.82,7,120,0.6,2,4.26,0.5,74,561,210,,7.72,10,0.29,10,40,9.88,16.38104,1185,1,1.4,658,0.0658,0.094,9,0.36,5,18,417,20,0.55,10,10,124,10,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,OVD026,722058,5144351,71.8,OVD026-71.8,47184,Altantsetseg,,2024,x,,,,,,,Gabbro mineralized,Peridotite,,6.26605504587156,#DIV/0!,0.01,0.01,0.01,0.5,5.23,5,140,0.5,3,3.57,0.5,91,683,420,,8.4,10,0.44,10,50,11.45,18.984099999999998,1255,1,1.1,905,0.0905,0.088,7,0.47,5,15,416,20,0.47,10,10,109,10,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,OVD026,722058,5144351,84.2,OVD026-84.2,47185,Altantsetseg,,2024,x,,,,,,,Gabbro mineralized,Peridotite,,7.825242718446602,#DIV/0!,0.02,0.02,0.02,1.1,4.58,5,90,0.5,2,3.27,0.9,133,806,2280,0.228,10.05,10,0.3,10,20,12.5,20.724999999999998,1325,1,0.84,1905,0.1905,0.079,16,1.44,5,15,283,20,0.44,10,10,103,10,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,OVD026,722058,5144351,91.8,OVD026-91.8,47186,Altantsetseg,,2024,x,,,,,,,Dense dissemination,Peridotite,,7.350515463917525,#DIV/0!,0.04,0.03,0.04,1.4,4.64,7,90,0.5,3,3.36,0.7,182,713,2570,0.257,11.45,10,0.29,10,20,11.35,18.818299999999997,1265,1,0.9,2980,0.298,0.06,15,2.94,5,14,305,20,0.36,10,10,97,10,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,OVD026,722058,5144351,92.9,OVD026-92.9,47187,Altantsetseg,,2024,x,,,,,,,Dense dissemination,Peridotite,,10.584415584415584,#DIV/0!,0.05,0.04,0.06,2.9,3.53,6,90,0.5,4,2.38,1.4,271,815,5500,0.55,14.95,10,0.24,10,10,12.8,21.2224,1325,1,0.7,5070,0.507,0.053,30,4.46,5,11,277,20,0.29,10,10,77,10,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,OVD026,722058,5144351,96.2,OVD026-96.2,47189,Altantsetseg,,2024,x,,,,,,,Net textured,Peridotite,,17.431372549019606,#DIV/0!,0.1,0.11,0.14,5.8,1.98,5,40,0.5,5,1.39,2.8,467,889,10000,1.165,22,10,0.13,10,10,12.35,20.4763,1300,1,0.33,9720,0.972,0.03,62,8.82,5,7,127,20,0.16,10,10,51,10,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,OVD027,722024,5144354.55,52.2,OVD027-52.2,47194,Altantsetseg,,2024,x,,,,,,,Gabbro mineralized,Peridotite,,11.35064935064935,#DIV/0!,0.03,0.01,0.03,1.5,3.32,5,80,0.5,3,2.34,1,189,874,2790,0.279,11.7,10,0.25,10,10,14.7,24.3726,1310,1,0.72,3060,0.306,0.061,20,2.16,5,11,237,20,0.3,10,10,77,10,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,OVD027,722024,5144354.55,64.1,OVD027-64.1,47195,Altantsetseg,ok,2024,x,,,,,,,Altered mineralized gabbro,Pyroxenite,,4.364485981308412,#DIV/0!,0.02,0.01,0.02,0.9,6.1,5,30,0.5,2,7.15,0.9,99,467,1345,0.1345,7.15,10,0.11,10,30,9.13,15.137540000000001,1010,1,0.77,1200,0.12,0.053,20,1.65,5,29,170,20,0.37,10,10,107,10,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,OVD027,722024,5144354.55,67.6,OVD027-67.6,47196,Altantsetseg,ok,2024,x,,,,,,,Altered mineralized gabbro,Gabbro,,3.467289719626168,#DIV/0!,0.01,0.02,0.02,1.3,5.55,5,30,0.5,2,8.72,0.5,117,371,2030,0.203,8.06,10,0.08,10,20,7.17,11.88786,1065,1,1.06,1835,0.1835,0.049,11,3.12,5,31,305,20,0.4,10,10,107,10,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
