#,Sample Number ,ioGAS number,Arrived chips,Drillhole,From,To,Sample interval,Field Lithology description,Petrographer,Sample type,Sample type,Sample type,Sample type,Sample type,Sample type,Petrography description,Petrography description,Petrography description,Petrography description,Petrography description,Petrography description,Petrography description,Petrography description,,,Al2O3 %,BaO %,CaO %,Cr2O3 %,Fe2O3 %,K2O %,MgO %,MnO %,Na2O %,P2O5 %,SO3 %,SiO2 %,SrO %,TiO2 %,PbO %,CuO %,V2O5 %,ZnO %,Total %,Ni PPM,Cu PPM,Au PPM,Pt PPM,Pd PPM,Ag PPM,Al %,As PPM,Ba PPM,Be PPM,Bi PPM,Ca %,Cd PPM,Co PPM,Cr PPM,Fe %,Ga PPM,K %,Li PPM,Mg %,Mn PPM,Mo PPM,Na %,P %,Pb PPM,S %,Sb PPM,Sr PPM,Th PPM,Ti %,Tl PPM,U PPM,V PPM,W PPM,Zn PPM,Zr PPM,Se PPM,Rb PPM,Nb PPM,In PPM,Sn PPM,Te PPM,Cs PPM,Hf PPM,Ge PPM,Ta PPM,Y PPM,Sc PPM,La PPM,Ce PPM,Pr PPM,Nd PPM,Sm PPM,Eu PPM,Gd PPM,Tb PPM,Dy PPM,Ho PPM,Er PPM,Tm PPM,Yb PPM,Lu PPM
#,Sample Number ,ioGAS number,Arrived chips,Drillhole,From,To,Sample interval,Field Lithology description,Petrographer,Polished thin section,ASD,Fluid inclusion,Sulphur analysis,EDS,EPMA,Micro - description,Texture,Rock forming minerals,Alteration,Ore minerals and paragenesis,Brief petrographic description,,,Microscope - Rock name,Sc vs Al plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,OVD020-124.2,93,,OVD020,,,OVD020-124.2,Spotted rock,,X,,,,,,Garnet-Qtz-Carbonate metamorphic rock,,,,,,,,Ga-Qtz-Carb Metamorphic rock,Gabbroic Rocks,,,,,,,,,,,,,,,,,,,,28,48.2,0.003,0.01,0.002,,8.89,,208,1,,2.46,0.16,19.2,53,6.11,19.3,1.14,79,2,1145,0.38,2.38,0.1349,7.6,0.62,0.14,474,1.7,0.33,0.1,0.71,162,0.3,108,88.7,,19.4,1.6,0.09,1.1,,1,2.59,,0.13,27.5,28.1,9.6,26.4,,,,,,0.85,,,,,2.6,0.39
44,OVD21-42.3,94,,OVD21,,,OVD21-42.3,"Mineralaized gabbro with high ACHL, ASIL alterations. There are 1 cm thick micro breccia vein. vein containing Cal, PY, SER and CHL. Some minerals that can not be identified cemented within the vein.  PYH near the vein has been altered to hematite. The breccia vein between 28.95-29.15m. 
Color mineral content of the gabbro more than 70%",,X,,,x,,,"Mineralized, metasomatized medium grained Amph-peridotite 
(melanocratic Gabbro?)","Hypidiomorph, poikilitic","Px-15-20%, Hb-20-25%, Alt Ol-15-20%",Serp-Soss-Talk-Act-Bt,Chromite-Mag-Pn-Po-Cpy-PGE?,"Pyroxenes are Opx and Cpx. Serpentine partially replaced Px. Hb sometimes Bt, partially, sometimes strongly replaced Px.
Ol also associated with Px and replaced by Serp+Mag.Hb weakly replaced by Act, and sometimes Bt in outer rim.
Pl are few and formed between major Px and Hb coarse crystals as interstitial space filling.  Sometimes Po replaced by Millerite.
Cpy usually repaced the Po. Sometimes Cpy look alike Po. ",,,Amph-Peridotite,Ultramafic (Harzburgite/Dunite),,,,,,,,,,,,,,,,,,,,3430,3550,0.04,0.03,0.03,2.2,3.2,5,90,0.5,2,2.27,1.1,212,942,12.75,10,0.26,10,14.85,1345,1,0.67,0.061,19,2.6,5,230,20,0.3,10,10,81,10,101,,,,,,,,,,,,,12,10,,,,,,,,,,,,,
45,OVD21-61,95,,OVD21,,,OVD21-61,Weakly mineralized gabbro,,X,,,,,,,,,,,,,,,Ultramafic (Harzburgite/Dunite),,,,,,,,,,,,,,,,,,,,3340,2960,0.05,0.03,0.03,1.7,3.48,5,80,0.5,2,2.27,1.2,207,943,12.4,10,0.26,20,15.05,1370,1,0.65,0.06,18,2.42,5,229,20,0.31,10,10,81,10,101,,,,,,,,,,,,,12,10,,,,,,,,,,,,,
46,OVD21-76.6,96,,OVD21,,,OVD21-76.6,Weakly mineralized gabbro,,X,,,,,,"Mineralized, serpentinitized, fine to medium grained Amph-peridotite","Relict, Hypidiomorph, Poikilitic, Sidernitleg","Serp aft Ol+Px-40-45%, Hb-20-25%
Alt Pl-5%, Alt Cpx-5-10%, Bt-3-5%",Serp-Soss-Talc-Act-Bt,Mag-Py-Pn-Po-Cpy,"Serp+Ol and Serp+Px are replaced by Hb and Bt by outer rim. Sometimes Ol and Px are included in large Hb crystals as poikilitic texture.
Hb are replaced by Act and Bt by outer rim. Pl are few and formed interstitial space filling texture between Ol and Px crystals.
Ore minerals: Po is dominant and it replaced Mag and Pn, but is replaced by Cpy. Cpy usually replaced Po.  ",,,Amph-Peridotite,Ultramafic (Harzburgite/Dunite),,,,,,,,,,,,,,,,,,,,3320,2960,0.03,0.03,0.02,1.8,3.67,5,70,0.5,2,1.92,0.9,211,955,12.45,10,0.26,30,14.55,1280,1,0.47,0.063,16,2.58,5,155,20,0.34,10,10,87,10,82,,,,,,,,,,,,,13,10,,,,,,,,,,,,,
47,OVD21-94.4,97,,OVD21,,,OVD21-94.4,Minerlized gabbro,,X,,,,,,"Mineralized, serpentinitized, fine to medium grained Amph-peridotite","Relict, Hypidiomorph, Poikilitic, Sidernitleg","Serp aft Ol+Px-40-45%, Hb-15-20%
Alt Pl-8-10%, Alt Cpx-5-10%, Bt-5-10%",Serp-Soss-Talc-Iddinsite-Act-Bt,Mag-Pn-Po-Cpy,"Same as OVD21-76.6, plus Serpentine+Talc+Bt+Fucsite+Iddinsite pseudomorphs formed after strong alteration of Ol and Px. 
Serpentine altered Ol and Px latter strongly replaced by Amph and Bt by outer rim. Sometimes there are Ol & Px relicts. 
Hb are weakly replaced by Act, Bt and Fucsite by outer rim. ",,,Amph-Peridotite,Ultramafic (Harzburgite/Dunite),,,,,,,,,,,,,,,,,,,,3850,3220,0.03,0.03,0.03,1.4,3.9,5,80,0.5,2,2.2,0.9,244,818,13,10,0.25,20,12.1,1240,1,0.52,0.068,10,2.99,5,435,20,0.4,10,10,98,10,94,,,,,,,,,,,,,13,10,,,,,,,,,,,,,
48,OVD21-107,98,,OVD21,,,OVD21-107,Contact of massif sulphide and strong mineralized gabbro,,X,,,x,,,"Mineralized, altered, fine to medium grained Px-Bt-Amph gabbro","Relict, Hypidiomorph, Poikilitic","Alt Pl-40-45%, Hb-20-25%, Alt Cpx-5%, Serp aft Ol-5-8%, Bt-5-10%",Serp-Epi-Act-Chl,Mag-Pn-Po-Cpy,"The rock is Pl dominated. Pl are zonal and replaced by epi, act and sericite at central part. Hb are replaced by Bt in outer rim, and includes Cpx small agregates, sometimes includes Pl small crystals as poikilitic texture. Bt are strongly altered, sometimes completely, to Epi, Chl. Bt usually replaced Hb and sometimes associated with ore minerals. Also, in some observation, Ol could be replaced by Cpx? ",,,Px-Bt-Amph Gabbro,Ultramafic (Harzburgite/Dunite),6.42,0.01,2.26,0.11,37.04,0.26,11.75,0.21,1.28,0.19,20.1,27.65,0.02,0.99,,,,,108.28999999999999,9800,15200,0.05,0.09,0.1,7,3.4,5,110,0.7,3,1.5,2.2,433,572,26,10,0.2,10,6.77,1565,1,0.83,0.076,19,8.73,5,190,20,0.59,10,10,236,10,187,,,,,,,,,,,,,9,10,,,,,,,,,,,,,
49,OVD21-116.1,99,,OVD21,,,OVD21-116.1,Strong mineralized gabbro,,X,,,x,,,"Mineralized, serpentinitized, fine to medium grained Amph-peridotite","Relict, Hypidiomorph, Poikilitic, Sidernitleg","Serp aft Ol+Px-40-45%, Hb-15-20%
Alt Pl-5-10%, Alt Cpx-5-10%, Bt-5-10%",Serp-Soss-Talc-Iddinsite-Act-Bt,Mag-Pn-Po-Cpy-Sph,"Same as OVD21-76.6. Difference, however, Ol and Px replaced by serpentine, yet, not completely pseudomorphosed as it in OVD021-76.6. In other words, serpentinization was not strong as it was in those samples. Talc, biotite and fucsites are weakly associated with serpentinization.",,,Amph-Peridotite,Ultramafic (Harzburgite/Dunite),3.94,,2.18,0.18,33.43,0.14,18.45,0.15,0.45,0.08,15.25,27.86,0.02,0.29,,,,,102.42,11050,14750,0.11,0.13,0.16,8.3,2.07,5,30,0.5,4,1.44,3.7,505,883,24.1,10,0.11,10,10.6,1120,1,0.25,0.029,59,9.92,5,137,20,0.17,10,10,57,10,141,,,,,,,,,,,,,8,10,,,,,,,,,,,,,
50,OVD21-121,100,,OVD21,,,OVD21-121,Strong mineralized gabbro,,X,,,x,,,,,,,,,,,,Ultramafic (Harzburgite/Dunite),4.39,,2.53,0.18,32.21,0.15,19,0.16,0.63,0.08,19.9,28.98,0.02,0.3,,,,,108.53,11550,12450.000000000002,0.11,0.11,0.13,6.6,2.35,5,40,0.5,2,1.74,3,488,857,23.2,10,0.12,10,11.25,1205,1,0.37,0.031,77,9.05,5,180,20,0.18,10,10,59,10,135,,,,,,,,,,,,,9,10,,,,,,,,,,,,,
51,OVD21-146.9,101,,OVD21,,,OVD21-146.9,Minerlized gabbro,,X,,,,,,"Mineralized, serpentinitized, fine to medium grained Amph-Peridotite","Relict, Hypidiomorph, Poikilitic, Sidernitleg","Serp aft Ol+Px-45-50%, Hb-20-25%, Alt Pl-1-3%, Bt-10-15%, ",Serp-Soss-Talc-Iddingsite-Act-Bt,Mag-Pn-Po-Cpy,Same as OVD021-76.6. Here in this rock Ol and Px mostly replaced by serpentine completely creating serpentine pseudormorph,,,Amph-Peridotite,Ultramafic (Harzburgite/Dunite),,,,,,,,,,,,,,,,,,,,2980,2990,0.04,0.04,0.07,1.5,4.65,5,40,0.5,2,3.95,1.2,177,713,10.9,10,0.09,40,11.55,1345,1,0.48,0.086,10,2.41,5,206,20,0.46,10,10,109,10,99,,,,,,,,,,,,,15,10,,,,,,,,,,,,,
52,OVD21-148.8,102,,OVD21,,,OVD21-148.8,Minerlized gabbro,,X,,,,,,"Mineralized, serpentinitized, fine to medium grained Amph-Peridotite",,"Serp aft Ol+Px-45-50%, Hb-20-25%, Alt Pl-1-3%, Bt-10-15%, ",,,,,,Amph-Peridotite,Ultramafic (Harzburgite/Dunite),,,,,,,,,,,,,,,,,,,,2100,2010.0000000000002,0.04,0.03,0.04,1.3,5,6,110,0.6,2,3.97,0.7,139,724,9.63,10,0.2,40,11.4,1385,1,0.75,0.093,11,1.38,5,360,20,0.49,10,10,117,10,91,,,,,,,,,,,,,17,10,,,,,,,,,,,,,
53,OVD21-165.2,103,,OVD21,,,OVD21-165.2,Weakly mineralized gabbro,,X,,,,,,"Mineralized, altered gabbro porphyry",,,,,,,,Gabbro Porphyry,Mafic (Pyroxenite),,,,,,,,,,,,,,,,,,,,506,606,0.01,0.01,0.01,0.5,7.58,10,370,0.7,2,5.47,0.5,57,358,6.56,10,0.5,30,6.09,1145,1,2.45,0.105,8,0.57,5,868,20,0.55,10,10,141,10,70,,,,,,,,,,,,,21,20,,,,,,,,,,,,,
54,SC04-168.3,104,,SC04,,,SC04-168.3,Spotted rock with pyrite enrichment,,X,,,,,,"Mineralized, chlorite-sericite micro-schist","Microgranolepidoblast, schistous, Spotty","Sericite-55-60%,Chlorite-25-30%, Qtz-8-10%, Titanite-8-10%",Ser-Chl-Qtz-Carb,Tnt-Py-Cpy,,,,Chl-Ser Micro-Schist,,,,,,,,,,,,,,,,,,,,,140,107,0.001,0.01,0.003,,9.5,6,187,1.3,0.12,3.05,0.05,40.9,253,7.62,20.4,0.87,86,3.96,1094,1.43,1.63,0.1218,5,3.54,0.73,520,1.9,0.41,0.1,0.93,179,0.8,95,76.9,,15,6,0.03,1.3,,1,2.51,,2.21,19,29.5,13.5,35.9,,,,,,0.61,,,,,2.1,0.3
55,SC04-171,105,,SC04,,,SC04-171,Porphyritic basalt?,,X,,,,,,"Carbonatized, silicified metasomatized andesite","Porphyritic, mendal","Alt Pl-55-60%, Alt Mafic minerals-10-15%, Sphene-1-3%",Ser-Chl-Act-Carb-Qtz,Py-Po-Cpy,Ore minerals associated and included in Qtz-Carbonate mendals. ,,,Andesite,,,,,,,,,,,,,,,,,,,,,194,130,0.003,0.01,0.001,,8.59,7,112,1.1,0.28,4.86,0.05,40,274,6.07,17,0.12,75,5.08,993,1.27,2.26,0.1726,5.3,2.47,1.12,723,2,0.59,,1.03,185,1.6,78,92.1,,2.1,6.3,0.05,2.7,,,2.8,,2.3,18.2,21.4,18.6,49,,,,,,0.64,,,,,1.8,0.28
56,SC04-280.7,106,,SC04,,,SC04-280.7,High magnetic diorite dyke,,X,,,,,,"Mineralized, alkalic qtz diorite porphyry","Porphyritic, micro-hypidiomorphic","Alt Pl-55-60%, Alt Mafic minerals-20-25%, Qtz-5-8%, Ksp-3-5%, illm-3-5%, Tnt-1%",Ser-Epi-Chl-Ruth-Act-Carb,illm-Py-Po-Cpy,,,,Alkalic Qtz Diorite Porphyry,,,,,,,,,,,,,,,,,,,,,194,130,0.003,0.01,0.001,,8.59,7,112,1.1,0.28,4.86,0.05,40,274,6.07,17,0.12,75,5.08,993,1.27,2.26,0.1726,5.3,2.47,1.12,723,2,0.59,,1.03,185,1.6,78,92.1,,2.1,6.3,0.05,2.7,,,2.8,,2.3,18.2,21.4,18.6,49,,,,,,0.64,,,,,1.8,0.28
1,47130,,x,OVD024,13.7,13.8,OVD024-13.7,Spotted rock,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,47131,,x,OVD024,18.6,18.7,OVD024-18.6,Gabbro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,47132,,x,OVD024,30.4,30.5,OVD024-30.4,Spotted rock,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,47133,,x,OVD024,34.6,34.7,OVD024-34.6,Spotted rock,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,47134,,x,OVD024,42.2,42.3,OVD024-42.2,Breccia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,47135,,x,OVD024,50.8,50.9,OVD024-50.8,Gabbro Mineralized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,47136,,x,OVD024,54,54.1,OVD024-54,Spotted rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,47137,,x,OVD024,73.5,73.6,OVD024-73.5,Spotted rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,47138,,x,OVD024,78,78.1,OVD024-78,Gabbro Mineralized,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,47139,,x,OVD024,86.9,87,OVD024-86.9,Gabbro Mineralized,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,47140,,x,OVD024,107.8,107.9,OVD024-107.8,Gabbro Mineralized,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,47141,,x,OVD024,148.3,148.4,OVD024-148.3,Gabbro Mineralized,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,47142,,x,OVD024,160.5,160.6,OVD024-160.5,Breccia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,47143,,x,OVD025,32.6,32.7,OVD025-32.6,Sandstone,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,47144,,x,OVD025,37.7,37.8,OVD025-37.7,Gabbro Mineralized,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,47145,,x,OVD025,43.2,43.3,OVD025-43.2,Dolerite,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,47146,,x,OVD025,45.3,45.4,OVD025-45.3,Gabbro Mineralized S,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,47147,,x,OVD025,46.9,47,OVD025-46.9,Gabbro Mineralized,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,47148,,x,OVD025,53.15,53.25,OVD025-53.15,Dolerite,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,47149,,x,OVD025,55.4,55.5,OVD025-55.4,Dolerite,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,47150,,x,OVD025,57.4,57.5,OVD025-57.4,Dolerite,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,47151,,x,OVD025,58.55,58.65,OVD025-58.55,Sandstone,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,47152,,x,OVD025,61.4,61.5,OVD025-61.4,Tuff sandstone ,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,47153,,x,OVD025,51.3,51.4,OVD025-51.3,Massive Sulphide,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,47154,,x,OVD022,8.7,8.9,OVD022-8.7,Breccia,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,47155,,x,OVD022,36.9,37,OVD022-36.9,Gabbro mineralized,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,47156,,x,OVD022,45.4,45.5,OVD022-45.4,Gabbro mineralized,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,47157,,x,OVD022,55.6,55.7,OVD022-55.6,Gabbro mineralized,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,47158,,x,OVD022,65.7,65.8,OVD022-65.7,Gabbro mineralized,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,47159,,x,OVD022,89.05,89.15,OVD022-89.05,Gabbro mineralized,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,47160,,x,OVD022,96.25,96.35,OVD022-96.25,Gabbro mineralized,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,47161,,x,OVD022,99.25,99.35,OVD022-99.25,Dolerite,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,47162,,x,OVD022,105.6,105.7,OVD022-105.6,Gabbro mineralized,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,47163,,x,OVD022,112.3,112.4,OVD022-112.3,Dolerite,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,47164,,x,OVD022,124.2,124.3,OVD022-124.2,Spotted rock,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,47165,,x,OVD022,136.8,136.9,OVD022-136.8,Spotted rock,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,47166,,x,OVD022,145,146,OVD022-145,Gabbro Mineralized s,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,47167,,x,OVD022,163.8,163.9,OVD022-163.8,Siltstone,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,47168,,,OVD023,15.65,15.75,OVD023-15.65,Gabbro Mineralized,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,47169,,,OVD023,29.8,29.9,OVD023-29.8,Dolerite,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,47170,,,OVD023,34.3,34.4,OVD023-34.3,Gabbro mineralized M,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,47171,,,OVD023,65.7,65.8,OVD023-65.7,Gabbro Mineralized M,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,47172,,,OVD023,83.8,83.9,OVD023-83.8,Gabbro Mineralized M,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,47173,,,OVD023,124.5,124.6,OVD023-124.5,Spotted rock,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,47174,,,OVD023,135.4,135.5,OVD023-135.4,Breccia,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,47175,,,OVD023,142.8,142.9,OVD023-142.8,Siltstone,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,47176,,,OVD023,144,114.1,OVD023-144,Gabbro Mineralized P,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,47177,,x,OVD026,14.9,15.1,OVD026-15,Gabbro mineralized,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,47178,,,OVD026,16.4,16.6,OVD026-16.5,Gabbro mineralized,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,47179,,x,OVD026,19.9,20.1,OVD026-20,Gabbro mineralized,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,47180,,x,OVD026,32.699999999999996,32.9,OVD026-32.8,Hydrothermal altered gabbro,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,47181,,x,OVD026,42.3,42.5,OVD026-42.4,Gabbro mineralized,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
