source_file,source_fileId,sample_id,drillhole_id,depth_from_m,depth_to_m,depth_m,sample_type,rock_name,rock_name_original,texture,minerals,alteration,opaque_minerals,description_summary,analyst_or_lab,report_date
"15ш пет-мин бичиглэл. 09.02. (2 петрографи, 13 пет-мин бичиглэл) (1).docx",17UhBmihR8HYhLMbUo0qz-myjvxNi7G6y,41363,,,,,polished thin section (ӨТШ),Coarse- to medium-grained biotite granite,Том дунд ширхэгтэй биотитот боржин,"Hypidiomorphic, locally poikilitic; massive",Quartz:25-30; K-feldspar:40-45; Plagioclase (oligoclase):25-30; Biotite:3-5; Magnetite:few; Hematite:single grains; Sphene:single grains; Zircon:single grains; Apatite:few,"Albite, pelite, sericite, chlorite (with rutile) on biotite","Magnetite-hematite paragenesis; sparse euhedral magnetite 0.1-0.2 mm, weakly hematized","Coarse biotite granite; K-feldspar strongly albite-pelite altered, poikilitically enclosing quartz and plagioclase. Accessory oxides only.",,2025-09-02 (inferred from file name)
"15ш пет-мин бичиглэл. 09.02. (2 петрографи, 13 пет-мин бичиглэл) (1).docx",17UhBmihR8HYhLMbUo0qz-myjvxNi7G6y,43816 (OVD-009-126.6),OVD009,,,126.6,polished thin section (ӨТШ),"Strongly altered, weakly mineralised uneven-grained olivine-pyroxene peridotite","Хүчтэй хувирч, сулавтар хүдэржсэн жигд биш ширхэгтэй оливин-пироксент перидотит","Panidiomorphic, poikilitic, subophitic; massive",Talc-serpentine pseudomorph after olivine:45-50; Mon. pyroxene:20-25; Hornblende:10; Altered plagioclase:5-8; Biotite:5; Magnetite:3-5; Chromite:few; Chalcopyrite:few; Pyrrhotite:1-2,"Serpentine, talc, actinolite, chlorite, saussurite; olivine mesh texture with magnetite-chromite veinlets",Magnetite/chromite-pyrrhotite-chalcopyrite paragenesis; magnetite disseminations 0.05-0.4 mm and mesh veinlets; magnetite-chalcopyrite-pyrrhotite micro-lenses 0.05-0.2 mm with talc-serpentine,The only hole-tagged sample in this 2025 set: OVD-009 at 126.6 m. Serpentinized olivine-pyroxene peridotite with weak disseminated/micro-lens sulfide mineralisation.,,2025-09-02 (inferred from file name)
5 петрографи баттерей (2).docx,1JSiTRfddzTDCi4VRso_BGmQKA_S6WVB7,43460,,,,,"thin section (шлиф, petrography only)",Amphibolitized pyroxenite,Амфиболитжсон пироксенит,"Lepidonematoblastic, relict panidiomorphic; weakly parallel, lenticular",Clinopyroxene:55-60; Hornblende:40-45; Biotite:few; Ore mineral (accessory):few; Sphene:few,"Amphibolitization (hornblende after pyroxene); actinolite, chlorite, rutile; epigenetic carbonate and actinolite veins 0.1-0.4 mm; some hornblende fully pseudomorphed by actinolite-chlorite",Ore mineral and sphene grains 0.02-0.2 mm released within actinolite-chlorite pseudomorphs,Field: gabbro. Pyroxenite strongly overprinted by amphibolitization: fresh clinopyroxene relics within pale-green hornblende (locally could be called amphibolite after pyroxenite); cut by actinolite and carbonate veins.,,
5 петрографи баттерей (2).docx,1JSiTRfddzTDCi4VRso_BGmQKA_S6WVB7,43471,,,,,"thin section (шлиф, petrography only)",Altered medium- to coarse-grained pyroxenite,Хувирсан дунд том ширхэгтэй пироксенит,"Panidiomorphic; massive, lenticular",Clinopyroxene:65-70; Serpentine pseudomorph:20-25; Hornblende:5-10; Ore mineral:5-8; Carbonate (epigenetic):2-3,"Serpentinization (pseudomorphs after olivine, some after pyroxene); actinolite-chlorite on hornblende; carbonate veinlets 0.1-0.3 mm","Ore-mineral veinlets 0.01-0.2 mm along relict cleavage of serpentine pseudomorphs, intersecting; mineralisation linked to the carbonate veinlet system","Field: ""purely mineralized pyroxenite"". Very coarse clinopyroxene (grains up to 10-15 mm dominant) with interstitial serpentine pseudomorphs whose relict cleavage carries interconnected ore veinlets.",,
5 петрографи баттерей (2).docx,1JSiTRfddzTDCi4VRso_BGmQKA_S6WVB7,43477,,,,,"thin section (шлиф, petrography only)",Altered pyroxenite porphyry (vein pyroxenite),Хувирсан пироксенит порфир (Судлын пироксенит),"Porphyritic; groundmass finely crystalline; massive, lenticular",Mon. pyroxene:60-65; Chlorite pseudomorph:30-35; Ore mineral:1-2,"Chlorite pseudomorphs (after hornblende or pyroxene), both as phenocrysts and in groundmass","Even euhedral ore-mineral grains 0.03-0.2 mm in the groundmass, mostly associated with chlorite pseudomorphs",Field: dunite. Porphyritic vein pyroxenite: chlorite-pseudomorph and minor fresh mon.pyroxene phenocrysts (30-35%) in a fully crystallized fine mon.pyroxene-chlorite groundmass.,,
5 петрографи баттерей (2).docx,1JSiTRfddzTDCi4VRso_BGmQKA_S6WVB7,43494,,,,,"thin section (шлиф, petrography only)",Altered uneven-grained peridotite,Хувирсан жигд биш ширхэгтэй перидотит,"Panidiomorphic, locally poikilitic; massive",Mon. pyroxene:55-60; Serpentinized olivine:30-35; Altered hornblende:3-5; Biotite:3-5; Ore mineral:5-8,"Serpentinization with mesh texture; actinolite, chlorite, carbonate","Ore minerals (magnetite) as intersecting mesh veinlets along olivine relict cleavage together with serpentine, plus micro-disseminations",Field: peridotite. Fresh coarse mon.pyroxene poikilitically enclosing serpentinized olivine (mesh-textured with magnetite veinlets); phlogopite plates; considerable oxide mineralisation along the mesh.,,
5 петрографи баттерей (2).docx,1JSiTRfddzTDCi4VRso_BGmQKA_S6WVB7,43515,,,,,"thin section (шлиф, petrography only)",Altered uneven-grained peridotite,Хувирсан жигд биш ширхэгтэй перидотит,"Panidiomorphic, locally poikilitic; massive",Mon. pyroxene:50-55; Serpentinized olivine:30-35; Altered hornblende:5-10; Biotite:3-5; Ore mineral:5,"Serpentinization (minor talc), actinolite, chlorite, carbonate; carbonate veinlets 0.02-0.1 mm","Ore-mineral mesh veinlets 0.01-0.1 mm with serpentine along olivine relict cleavage, plus notable micro-disseminations",Field: peridotite. Generally identical to 43494: coarse fresh mon.pyroxene (0.7-7.0 mm) with mesh-serpentinized olivine relicts and phlogopite; oxide mineralisation along the serpentine mesh.,,
"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)",1el3ET8WvDjbohD0oJyQJ1CU4Lo7h-0-Z,46459,,,,,polished thin section (drill-core sample; hole/depth not stated),Olivine gabbro,Оливинт габбро,"Uneven-grained, poikilitic; massive; ore texture disseminated, spotted",Olivine:30-35; Plagioclase:25-30; Hornblende:15-20; Clinopyroxene (augite):10-15; Biotite:5; Ore minerals total:10-12; Magnetite:3-5; Pyrite:2-4; Chalcopyrrhotite:2-4; Heazlewoodite:1-2; Isoferroplatinum:<1,Olivine fully pseudomorphed by fibrous talc with serpentine-magnetite along fractures; hornblende and biotite weakly chloritized,"Sequence platinum - magnetite - pyrite - heazlewoodite - chalcopyrrhotite; pyrite (clusters to 6 mm) hosts heazlewoodite droplets; chalcopyrrhotite (to 4.1 mm) replaces pyrite; isoferroplatinum (Pt3Fe) crystals to 0.2 mm at altered olivine margins, confirmed by SEM-EDX","Olivine gabbro with talc-pseudomorphed olivine. Distinctive pyrite-chalcopyrrhotite-heazlewoodite association: heazlewoodite (Ni3S2, up to Ni 73.3%) as droplets in pyrite plus SEM-confirmed isoferroplatinum — interpreted as Ni-rich low-fS2 assemblage from serpentinization of ultramafic-mafic rocks, analogous to Noril'sk/Sudbury associations.","MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | T.Oyunchimeg, B.Enkhjargal",2025-09-09
"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)",1el3ET8WvDjbohD0oJyQJ1CU4Lo7h-0-Z,41508,,,,,polished thin section (drill-core sample; hole/depth not stated),Olivine-bearing gabbronorite,Оливинтой габбронорит,Uneven-grained; massive,Clinopyroxene (augite):20-25; Orthopyroxene:10-15; Olivine:10-15; Plagioclase (labradorite An52-54):25-30; Hornblende:20-25; Biotite:5; Ore minerals:2-3,Olivine fully serpentine-talc-carbonate replaced (shape preserved); hornblende and biotite weakly to strongly chloritized,"Accessory ore minerals only (2-3%), intergrown with hornblende",Fresh two-pyroxene gabbronorite with pseudomorphed olivine; labradorite An52-54; low ore content.,"MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | T.Oyunchimeg",2025-09-09
"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)",1el3ET8WvDjbohD0oJyQJ1CU4Lo7h-0-Z,43333,,,,,polished thin section (drill-core sample; hole/depth not stated),Diabase (olivine-bearing),Диабаз,"Prismatic granular, ophitic; massive",Plagioclase (labradorite An58-60):50-55; Clinopyroxene (augite):10-15; Orthopyroxene:5; Olivine:10-15; Hornblende:5-10; Biotite:5; Ore minerals:5,Plagioclase weakly sericitized; olivine fully serpentine-talc(-iddingsite) replaced; hornblende/biotite chloritized,Skeletal ore-mineral grains to 1 mm intergrown with clinopyroxene; ~5%,"Ophitic diabase: lath plagioclase with interstitial augite, minor opx, pseudomorphed olivine; hornblende and biotite late; moderate accessory oxides.","MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | T.Oyunchimeg",2025-09-09
"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)",1el3ET8WvDjbohD0oJyQJ1CU4Lo7h-0-Z,43632,,,,,polished thin section (drill-core sample; hole/depth not stated),Pyroxene hornfels,Пироксент роговик,"Acicular, replacement structure; massive; ore spotted, disseminated, veined",Pyroxene:35-40; Plagioclase:30-35; Chlorite:10-15; Quartz:5-10; Pyrite:2-3; Pyrrhotite:1; Chalcopyrite:1; Magnetite:1,Contact metamorphism (all minerals secondary); marcasite minor,"Pyrite (to 0.25 mm, spotted/disseminated/veined, locally with marcasite and chalcopyrite), magnetite (0.05 mm), chalcopyrite and pyrrhotite (to 0.1 mm); SEM-EDX confirmed pyrite and chalcopyrite compositions",Very fine acicular pyroxene-plagioclase hornfels formed by high-T contact metamorphism; sulfides interpreted as combining sedimentary sulfur with magma-derived metals.,"MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | N.Bolorchimeg",2025-09-09
"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)",1el3ET8WvDjbohD0oJyQJ1CU4Lo7h-0-Z,46363,,,,,polished thin section (drill-core sample; hole/depth not stated),Gabbrodiorite,Габбродиорит,"Hypidiomorphic granular; massive, weakly brecciated",Plagioclase:55-60; Clinopyroxene:15-20; Hornblende:20-25; Biotite:5; Ore minerals:5,Strong: plagioclase fully pelite-sericite; cpx replaced by epidote-chlorite dust; biotite chlorite-leucoxene replaced; cut by 1 mm iron-hydroxide-quartz and carbonate-epidote veins (brecciated),Cubic ore grains 0.1-0.3 mm intergrown with mafics; apatite accessory,Strongly altered gabbrodiorite crosscut by epidote-carbonate-ore veinlets.,"MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | T.Oyunchimeg",2025-09-09
"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)",1el3ET8WvDjbohD0oJyQJ1CU4Lo7h-0-Z,46381,,,,,polished thin section (drill-core sample; hole/depth not stated),Picrite,Пикрит,"Porphyritic, mesh (гогцоолог), cryptic; massive; ore disseminated",Olivine:75-80; Clinopyroxene (augite/titanaugite):15-20; Phlogopite:2-3; Ore minerals:5-10; Magnetite:2-3; Pyrrhotite:1-2; Chalcopyrrhotite:1-2; Pentlandite:<1; Rutile:<1,Olivine strongly serpentine-talc(-tremolite) altered with serpentine mesh; groundmass glass fully chloritized; secondary carbonate,"Sequence magnetite - pyrrhotite - chalcopyrrhotite - pentlandite; pyrrhotite-chalcopyrrhotite clusters to 2.2 mm; euhedral pentlandite to 0.1 mm associated with talc-carbonate after olivine; SEM-EDX confirmed chalcopyrrhotite, pentlandite, ilmenite, Fe-Cr magnetite, pyrrhotite",Ultramafic volcanic (picrite): olivine phenocrysts 75-80% in cryptocrystalline serpentine-talc groundmass; magmatic Ni-Cu sulfide disseminations with pentlandite tied to carbonate-talc alteration of olivine.,"MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | T.Oyunchimeg, B.Enkhjargal, B.Altanzul (SEM)",2025-09-09
"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)",1el3ET8WvDjbohD0oJyQJ1CU4Lo7h-0-Z,46393,,,,,polished thin section (drill-core sample; hole/depth not stated),Altered olivine gabbro,Хувирсан оливинт габбро,"Poikilitic; massive; ore spotted, disseminated",Plagioclase:25-30; Hornblende (amphibole):20-25; Olivine:20-25; Phlogopite:5-10; Ore minerals:8-10; Pyrite:2-3; Chalcopyrite:1-2; Ilmenite:4-5; Apatite:accessory,Olivine fully talc-serpentine(-calcite) pseudomorphed; plagioclase saussuritized; amphibole marginal chloritization,"Pyrite (to 1 mm, spotted/disseminated) with chalcopyrite (to 1 mm, spotted); ilmenite 4-5% disseminated with amphibole (interpreted as released Fe-Ti from amphibole); sulfides possibly from sulfide-silicate liquation",Altered olivine gabbro with talc-serpentine pseudomorphs; pyrite-chalcopyrite-ilmenite assemblage mostly linked to amphibole and phlogopite.,"MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | N.Bolorchimeg",2025-09-09
"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)",1el3ET8WvDjbohD0oJyQJ1CU4Lo7h-0-Z,46451,,,,,polished thin section (drill-core sample; hole/depth not stated),Altered gabbro,Хувирсан габбро,"Poikilitic; massive; ore spotted, disseminated, droplet",Clinopyroxene:40-45; Orthopyroxene:7; Plagioclase:30-35; Hornblende:5-10; Phlogopite:3; Ore minerals:5; Calcite (secondary):; Quartz (secondary):,Plagioclase strongly saussuritized (zoisite-amphibole-chlorite-carbonate-magnetite-quartz); calcite veinlets with secondary apatite,"Chalcopyrite (to 4 cm! disseminated/spotted, droplets in pyrite), millerite (to 0.25 mm), pyrite (to 3 mm), ilmenite (0.15 mm) with magnetite; EDS: millerite Ni 63%, chalcopyrite, pyrite, Mn-bearing ilmenite, titanite; sulfides likely from liquation of S-saturated basic magma; CO2-bearing fluid role noted (ore with secondary calcite)",Coarse altered gabbro with very large chalcopyrite clusters and millerite — SEM-confirmed Ni-Cu assemblage associated with secondary calcite.,"MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | N.Bolorchimeg (petro+minera+SEM)",2025-09-09
"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)",1el3ET8WvDjbohD0oJyQJ1CU4Lo7h-0-Z,46511,,,,,polished thin section (drill-core sample; hole/depth not stated),Andesite,Андезит,Porphyritic; groundmass microlitic; massive,Plagioclase (andesine An45-46):60-65; Hornblende:10-15; Biotite:3-5; Volcanic glass:15-20; Ore minerals:accessory; Zircon:accessory; Apatite:accessory,Plagioclase partly epidote-zoisite-carbonate; hornblende nearly fully epidote-chlorite replaced; glass to leucoxene-magnetite-chlorite,Accessory only: elongated isometric grains 0.03-0.05 mm with groundmass biotite,"Andesite with 15-20% phenocrysts (andesine, altered hornblende) in fine plagioclase-microlite groundmass; essentially barren.","MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | T.Oyunchimeg",2025-09-09
"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)",1el3ET8WvDjbohD0oJyQJ1CU4Lo7h-0-Z,46545,,,,,polished thin section (drill-core sample; hole/depth not stated),Wehrlite,Верлит,"Poikilitic, drusitic (opx-cpx coronas on olivine); massive; ore disseminated, spotted, replacement",Olivine:50-55; Clinopyroxene (augite):20-25; Orthopyroxene:10-15; Plagioclase (labradorite An52):5-10; Biotite:5; Ore minerals:2-5; Chalcopyrrhotite:1-2; Pyrrhotite:2-3; Pentlandite:<1; Magnetite:3-5; Galena:<1; Millerite:<1,Olivine partly bowlingite/serpentine replaced with serpentine-ore veinlet bands; biotite weakly chloritized,"Sequence platinum - magnetite - pyrrhotite - chalcopyrrhotite - millerite - galena - magnetite; chalcopyrrhotite clusters to 4.4 mm; two magnetite generations (interstitial Cr-bearing disseminated; olivine-breakdown); SEM-EDX confirmed Cr-magnetite, millerite, platinum and a rare galena grain",Wehrlite with drusitic coronas; Ni-Cu sulfide disseminations plus SEM-confirmed platinum and exotic galena (rare in ultramafics; noted as reported in small amounts at Noril'sk).,"MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | T.Oyunchimeg, B.Enkhjargal, B.Altanzul (SEM)",2025-09-09
"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)",1el3ET8WvDjbohD0oJyQJ1CU4Lo7h-0-Z,46564,,,,,polished thin section (drill-core sample; hole/depth not stated),Hornblende peridotite,Эвэрхуурмагт перидотит,"Poikilitic, hypidiomorphic granular; massive",Olivine:30-35; Clinopyroxene (diopside):20-25; Hornblende:20-25; Plagioclase:5-10; Orthopyroxene (bastite-altered):0-5; Biotite:5-8; Ore minerals:10-15; Magnetite:3-5; Pyrrhotite:3-5; Chalcopyrrhotite:2-4; Pentlandite:1-3; Platinum:<1,Olivine serpentine-antigorite replaced with mesh-textured serpentine-ore veinlets; opx bastitized; hornblende weakly chloritized; actinolite,"Sequence platinum - magnetite - pyrrhotite - chalcopyrrhotite - pentlandite - magnetite; pyrrhotite dominant (clusters to 3 mm) hosting chalcopyrrhotite and pentlandite; two magnetite generations, disseminated one carries up to 20% Cr (SEM); SEM-EDX newly identified platinum/ferroan platinum; Co-bearing pentlandite","Hornblende peridotite with 10-15% ore: pyrrhotite-chalcopyrrhotite-pentlandite Ni-Cu assemblage plus SEM-confirmed Pt; interstitial Cr-magnetite vs Fe-only magnetite after olivine. Ni chiefly in pentlandite, Cu in chalcopyrrhotite.","MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | T.Oyunchimeg, B.Enkhjargal, B.Altanzul (SEM)",2025-09-09
"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)",1el3ET8WvDjbohD0oJyQJ1CU4Lo7h-0-Z,46342,,,,,polished thin section (drill-core sample; hole/depth not stated),Hornblende gabbrodiorite,Эвэрхуурмагт габбродиорит,"Hypidiomorphic granular, poikilo-ophitic; massive; ore disseminated, spotted",Plagioclase:40-45; Clinopyroxene (diopside-hedenbergite):15-20; Hornblende:30-35; Ore minerals:5-10; Pyrite:2-3; Magnetite:3-5; Chalcopyrite:<1; Platinum:<1,Plagioclase fully carbonate-sericite replaced; hornblende weakly chlorite-carbonate; late quartz-carbonate clots,"Magnetite dominant (to 0.8 mm); pyrite clusters to 0.7 mm; fine chalcopyrite 0.05 mm; platinum as isolated disseminated grains to 0.25 mm — no mutual spatial relations, growth sequence indeterminate",Altered hornblende gabbrodiorite carrying isolated platinum grains alongside disseminated magnetite-pyrite-chalcopyrite.,"MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | T.Oyunchimeg, B.Enkhjargal",2025-09-09
"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)",1el3ET8WvDjbohD0oJyQJ1CU4Lo7h-0-Z,46592,,,,,polished thin section (drill-core sample; hole/depth not stated),Olivine-bearing websterite,Оливинтой вебстерит,"Uneven-grained; massive; ore disseminated, spotted",Clinopyroxene (diopside):20-25; Orthopyroxene (bastite-rimmed):10-15; Olivine:20-25; Plagioclase (labradorite An50-52):15-20; Hornblende:15-20; Biotite:3-5; Ore minerals:5-10; Magnetite:3-5; Chalcopyrrhotite:<1; Pyrrhotite:<1; Pentlandite:<1; Millerite:<1; Platinum:<1,Olivine fully serpentine-talc pseudomorphed (shape kept) with ore-dust bands; opx bastite; hornblende weakly chloritized,Platinum disseminations to 0.2 mm with altered olivine; magnetite interstitial and corroding chalcopyrrhotite; chalcopyrrhotite replacing pyrrhotite (to 1 mm); euhedral pentlandite 0.05 mm; millerite disseminations to 0.5 mm partly replacing magnetite,"Olivine websterite with low-grade but diverse Ni-Cu-PGE assemblage: platinum, millerite, pentlandite, chalcopyrrhotite, pyrrhotite and magnetite.","MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | T.Oyunchimeg, B.Enkhjargal",2025-09-09
"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)",1el3ET8WvDjbohD0oJyQJ1CU4Lo7h-0-Z,46489,,,,,polished thin section (drill-core sample; hole/depth not stated),Hornblende wehrlite,Эвэрхуурмагт верлит,"Poikilitic; massive; ore disseminated, spotted",Olivine:50-55; Clinopyroxene:10-15; Orthopyroxene:1-2; Hornblende:15-20; Apatite:1-2; Phlogopite:2-3; Plagioclase:2-3; Ore minerals:10-12; Chalcopyrite:1-2; Pyrite:1-2; Pentlandite:~1; Ilmenite:~1; Chromite:1-2; Magnetite:4-5,"Olivine fully talc-serpentine(-calcite) pseudomorphed with magnetite-bearing serpentine veinlets; secondary calcite, chlorite; plagioclase argillized",Chalcopyrite-pyrite-pentlandite association (EDS-confirmed; pentlandite with Ag up to 12.6% in one point analysis); euhedral chromite 0.025 mm and magnetite in olivine pseudomorphs (chromite primary magmatic and secondary from olivine breakdown); ilmenite with amphibole; sulfides from silicate-sulfide melt segregation,Hornblende wehrlite with 10-12% ore minerals; SEM-EDX documents chalcopyrite-pyrite-pentlandite intergrowths and chromite-magnetite in serpentinized olivine.,"MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | N.Bolorchimeg (petro+minera+SEM)",2025-09-09
"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)",1el3ET8WvDjbohD0oJyQJ1CU4Lo7h-0-Z,46336,,,,,polished thin section (drill-core sample; hole/depth not stated),Diorite,Диорит,Hypidiomorphic granular; massive; ore disseminated,Plagioclase:50-53; Hornblende:40-45; Quartz:few; Apatite:accessory; Ore minerals:5-7; Magnetite:3-4; Pentlandite:1-2; Chalcopyrite:<1; Arsenopyrite:<1,Plagioclase carbonate-sericite replaced; hornblende weakly chloritized; hydrothermal chlorite-carbonate-sericite,"Disseminated magnetite (0.5 mm); euhedral pentlandite to 0.1 mm with talc-carbonate; sparse chalcopyrite 0.1 mm; disseminated arsenopyrite to 0.7 mm; no mutual relations, sequence indeterminate",Hornblende diorite with unusual disseminated pentlandite and arsenopyrite in an intermediate intrusive.,"MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | T.Oyunchimeg, B.Enkhjargal",2025-09-09
"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)",1el3ET8WvDjbohD0oJyQJ1CU4Lo7h-0-Z,41546,,,,,polished thin section (drill-core sample; hole/depth not stated),Olivine gabbro,Оливинт габбро,"Ophitic, poikilitic; massive",Clinopyroxene (augite):25-30; Olivine:25-30; Plagioclase:20-25; Hornblende:15-20; Biotite:3-5; Ore minerals:5-10; Magnetite:2-3; Chalcopyrrhotite:<1; Pentlandite:<1; Pyrrhotite:1-2; Ilmenite:1-2,Olivine fully talcose (shape kept) with ore-dust bands along fractures; plagioclase sericite-saussurite; hornblende/biotite chloritized; calcite veinlets with secondary apatite,"Pyrrhotite (to 1 mm, spotted) rimmed by chalcopyrrhotite; pentlandite to 0.4 mm intergrown with both; magnetite to 2 mm — SEM-EDX shows it carries Cr and Ti; ilmenite with pyrrhotite",Olivine gabbro with talc-pseudomorphed olivine; disseminated Ni-Cu assemblage (pyrrhotite-chalcopyrrhotite-pentlandite) and Cr-Ti-bearing magnetite.,"MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | T.Oyunchimeg, B.Enkhjargal",2025-09-09
"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)",1el3ET8WvDjbohD0oJyQJ1CU4Lo7h-0-Z,43542,,,,,polished thin section (drill-core sample; hole/depth not stated),Rhyolite porphyry,Риолит-порфир,Porphyritic (glomeroporphyritic); groundmass microfelsitic; massive,Plagioclase:30-35; K-feldspar (micropertite):30-35; Quartz:30-35; Biotite:3-5; Pyrite:1-2; Hematite:<1; Apatite:accessory,Weak pelite-sericite on feldspars; weak brecciation with biotite + ore dust along fractures; iron-hydroxide staining,Pyrite disseminations to 0.6 mm partly replaced by hematite; hematite hairline veinlets to 0.1 mm; sequence pyrite - hematite,Felsic rhyolite porphyry with glomeroporphyritic feldspar-quartz phenocrysts (65-70%); weak pyrite-hematite mineralisation only.,"MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | T.Oyunchimeg, B.Enkhjargal",2025-09-09
"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)",1el3ET8WvDjbohD0oJyQJ1CU4Lo7h-0-Z,46470,,,,,polished thin section (drill-core sample; hole/depth not stated),Altered andesite,Хувирсан андезит,"Porphyritic; groundmass lepidogranoblastic (metamorphosed); massive, weakly brecciated; ore disseminated, spotted",Plagioclase:45-50; Hornblende:40-45; Quartz:5; Chalcopyrite:<1; Pyrite:1-2; Magnetite:1-2,"Phenocrysts pseudomorphed: plagioclase to chlorite-epidote-sericite, hornblende to chlorite-tremolite; groundmass recrystallized (lepidogranoblastic); cut by 0.5 mm quartz-carbonate veins",Sequence magnetite - pyrite - chalcopyrite; pyrite to 1.4 mm with chalcopyrite filling its micro-fractures (later); lone chalcopyrite disseminations; isolated magnetite to 1 mm,Metamorphosed/altered andesite with weak pyrite-chalcopyrite mineralisation along recrystallized groundmass and veins.,"MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | T.Oyunchimeg, B.Enkhjargal",2025-09-09
